key_id,stadium_id,stadium_name,city_name,country_name,stadium_capacity,stadium_wikipedia_link,city_wikipedia_link,page_title,canonical_title,article_iri,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,demolished_year,tenants
131,S-131,Estadio Nou Camp,León,Mexico,31000,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,"https://en.wikipedia.org/wiki/León,_Guanajuato",Estadio Nou Camp,Estadio León,https://en.wikipedia.org/wiki/Estadio_Le%C3%B3n,http://www.wikidata.org/entity/Q1369510,León Stadium,Point(-101.657744 21.115544),27432,1967,NA,Club León
132,S-132,Estadio Azteca,Mexico City,Mexico,115000,https://en.wikipedia.org/wiki/Estadio_Azteca,https://en.wikipedia.org/wiki/Mexico_City,Estadio Azteca,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,http://www.wikidata.org/entity/Q320454,Estadio Azteca,Point(-99.150555555 19.303055555),115000,1966,NA,Mexico men's national football team; Club América; Cruz Azul
133,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,72000,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,https://en.wikipedia.org/wiki/Mexico_City,Estadio Olímpico Universitario,Estadio Olímpico Universitario,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,http://www.wikidata.org/entity/Q767558,Universitary Olympic Stadium,Point(-99.192106 19.331928),83954,1952,NA,Pumas UNAM
134,S-134,Estadio Tecnológico,Monterrey,Mexico,34000,https://en.wikipedia.org/wiki/Estadio_Tecnológico,https://en.wikipedia.org/wiki/Monterrey,Estadio Tecnológico,Estadio Tecnológico,https://en.wikipedia.org/wiki/Estadio_Tecnol%C3%B3gico,http://www.wikidata.org/entity/Q1369652,Tecnológico Stadium,Point(-100.286417 25.65225),36485,1950,2017,Borregos Salvajes – ITESM Campus Monterrey
135,S-135,Estadio Universitario,Monterrey,Mexico,44000,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),https://en.wikipedia.org/wiki/Monterrey,Estadio Universitario (UANL),Estadio Universitario (UANL),https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),http://www.wikidata.org/entity/Q771800,Estadio Universitario,Point(-100.312055555 25.722805555),45257,1967,NA,Tigres UANL
136,S-136,Estadio Neza 86,Nezahualcóyotl,Mexico,35000,https://en.wikipedia.org/wiki/Estadio_Neza_86,https://en.wikipedia.org/wiki/Ciudad_Nezahualcóyotl,Estadio Neza 86,Estadio Neza 86,https://en.wikipedia.org/wiki/Estadio_Neza_86,http://www.wikidata.org/entity/Q713665,Estadio Neza 86,Point(-98.986944444 19.405833333),20000,1981,NA,Deportivo Neza
137,S-137,Estadio Cuauhtémoc,Puebla,Mexico,46000,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,https://en.wikipedia.org/wiki/Puebla_City,Estadio Cuauhtémoc,Estadio Cuauhtémoc,https://en.wikipedia.org/wiki/Estadio_Cuauht%C3%A9moc,http://www.wikidata.org/entity/Q124769,Estadio Cuauhtémoc,Point(-98.164444 19.078056),47417,1968,NA,Puebla F.C.; Cruz Azul; Club Puebla
138,S-138,Estadio La Corregidora,Querétaro,Mexico,39000,https://en.wikipedia.org/wiki/Estadio_La_Corregidora,https://en.wikipedia.org/wiki/Santiago_de_Querétaro,Estadio La Corregidora,Estadio Corregidora,https://en.wikipedia.org/wiki/Estadio_Corregidora,http://www.wikidata.org/entity/Q713216,Corregidora Stadium,Point(-100.366388888 20.577777777),35575,1985,NA,Querétaro F.C.
139,S-139,La Bombonera,Toluca,Mexico,33000,https://en.wikipedia.org/wiki/Estadio_Nemesio_D%C3%ADez,https://en.wikipedia.org/wiki/Toluca,Estadio Nemesio Díez,Nemesio Diez Stadium,https://en.wikipedia.org/wiki/Nemesio_Diez_Stadium,http://www.wikidata.org/entity/Q604859,Nemesio Diez Stadium,Point(-99.666794 19.287286),21091,1954,NA,Toluca FC
140,S-140,Al Bayt Stadium,Al Khor,Qatar,69000,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,https://en.wikipedia.org/wiki/Al_Khor_(city),Al Bayt Stadium,Al Bayt Stadium,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,http://www.wikidata.org/entity/Q1050220,Al Bayt Stadium,Point(51.48777771 25.65222168),68895,2021,NA,Qatar men's national football team
141,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,45000,https://en.wikipedia.org/wiki/Ahmad_bin_Ali_Stadium,https://en.wikipedia.org/wiki/Al_Rayyan_(city),Ahmad bin Ali Stadium,Ahmad bin Ali Stadium,https://en.wikipedia.org/wiki/Ahmad_bin_Ali_Stadium,http://www.wikidata.org/entity/Q401643,Ahmad bin Ali Stadium,Point(51.341279 25.330538),44740,2003,NA,Al-Rayyan
142,S-142,Education City Stadium,Al Rayyan,Qatar,45000,https://en.wikipedia.org/wiki/Education_City_Stadium,https://en.wikipedia.org/wiki/Al_Rayyan_(city),Education City Stadium,Education City Stadium,https://en.wikipedia.org/wiki/Education_City_Stadium,http://www.wikidata.org/entity/Q1048774,Education City Stadium,Point(51.424274 25.310595),90000,2020,NA,
143,S-143,Khalifa International Stadium,Al Rayyan,Qatar,46000,https://en.wikipedia.org/wiki/Khalifa_International_Stadium,https://en.wikipedia.org/wiki/Al_Rayyan_(city),Khalifa International Stadium,Khalifa International Stadium,https://en.wikipedia.org/wiki/Khalifa_International_Stadium,http://www.wikidata.org/entity/Q772988,Khalifa International Stadium,Point(51.448055555 25.263611111),50500,1976,NA,Qatar men's national football team
144,S-144,Al Janoub Stadium,Al Wakrah,Qatar,44000,https://en.wikipedia.org/wiki/Al_Janoub_Stadium,https://en.wikipedia.org/wiki/Al_Wakrah,Al Janoub Stadium,Al Janoub Stadium,https://en.wikipedia.org/wiki/Al_Janoub_Stadium,http://www.wikidata.org/entity/Q285531,Al Janoub Stadium,Point(51.574083333 25.159777777),40000,2019,NA,Al-Wakrah Sports Club
145,S-145,Al Thumama Stadium,Doha,Qatar,44000,https://en.wikipedia.org/wiki/Al_Thumama_Stadium,https://en.wikipedia.org/wiki/Doha,Al Thumama Stadium,Al Thumama Stadium,https://en.wikipedia.org/wiki/Al_Thumama_Stadium,http://www.wikidata.org/entity/Q39049425,Al Thumama Stadium,Point(51.532113 25.235052),40000,NA,NA,
146,S-146,Stadium 974,Doha,Qatar,44000,https://en.wikipedia.org/wiki/Stadium_974,https://en.wikipedia.org/wiki/Doha,Stadium 974,Stadium 974,https://en.wikipedia.org/wiki/Stadium_974,http://www.wikidata.org/entity/Q1134439,Stadium 974,Point(51.566465 25.288695),45000,2021,NA,
147,S-147,Lusail Stadium,Lusail,Qatar,89000,https://en.wikipedia.org/wiki/Lusail_Stadium,https://en.wikipedia.org/wiki/Lusail,Lusail Stadium,Lusail Stadium,https://en.wikipedia.org/wiki/Lusail_Stadium,http://www.wikidata.org/entity/Q1186333,Lusail Stadium,Point(51.490388888 25.420861111),88966,2022,NA,Qatar men's national football team
148,S-148,Kaliningrad Stadium,Kaliningrad,Russia,34000,https://en.wikipedia.org/wiki/Kaliningrad_Stadium,https://en.wikipedia.org/wiki/Kaliningrad,Kaliningrad Stadium,Kaliningrad Stadium,https://en.wikipedia.org/wiki/Kaliningrad_Stadium,http://www.wikidata.org/entity/Q4439098,Rostec Arena,Point(20.533888888 54.698055555),45015,2018,NA,FC Baltika Kaliningrad
149,S-149,Kazan Arena,Kazan,Russia,43000,https://en.wikipedia.org/wiki/Kazan_Arena,https://en.wikipedia.org/wiki/Kazan_Arena,Kazan Arena,Ak Bars Arena,https://en.wikipedia.org/wiki/Ak_Bars_Arena,http://www.wikidata.org/entity/Q33993,Ak Bars Arena,Point(49.161 55.821),45105,2013,NA,Rubin Kazan
150,S-150,Luzhniki Stadium,Moscow,Russia,78000,https://en.wikipedia.org/wiki/Luzhniki_Stadium,https://en.wikipedia.org/wiki/Moscow,Luzhniki Stadium,Luzhniki Stadium,https://en.wikipedia.org/wiki/Luzhniki_Stadium,http://www.wikidata.org/entity/Q202163,Luzhniki Stadium,Point(37.553611111 55.715833333),78360,1956,NA,Soviet Union national association football team; Russia men's national football team
151,S-151,Otkritie Arena,Moscow,Russia,44000,https://en.wikipedia.org/wiki/Otkritie_Arena,https://en.wikipedia.org/wiki/Moscow,Otkritie Arena,Lukoil Arena,https://en.wikipedia.org/wiki/Lukoil_Arena,http://www.wikidata.org/entity/Q1190634,Lukoil Arena,Point(37.4403 55.8178),45360,2014,NA,Spartak Moscow; Russia men's national football team
152,S-152,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,43000,https://en.wikipedia.org/wiki/Nizhny_Novgorod_Stadium,https://en.wikipedia.org/wiki/Nizhny_Novgorod,Nizhny Novgorod Stadium,Nizhny Novgorod Stadium,https://en.wikipedia.org/wiki/Nizhny_Novgorod_Stadium,http://www.wikidata.org/entity/Q4439075,Nizhny Novgorod Stadium,Point(43.963333333 56.3375),44899,2018,NA,FC Volga Nizhny Novgorod; FC Nizhny Novgorod
153,S-153,Rostov Arena,Rostov-on-Don,Russia,43000,https://en.wikipedia.org/wiki/Rostov_Arena,https://en.wikipedia.org/wiki/Rostov-on-Don,Rostov Arena,Rostov Arena,https://en.wikipedia.org/wiki/Rostov_Arena,http://www.wikidata.org/entity/Q4439101,Rostov Arena,Point(39.7378 47.2094),45000,2017,NA,FC Rostov
154,S-154,Krestovsky Stadium,Saint Petersburg,Russia,64000,https://en.wikipedia.org/wiki/Krestovsky_Stadium,https://en.wikipedia.org/wiki/Saint_Petersburg,Krestovsky Stadium,Krestovsky Stadium,https://en.wikipedia.org/wiki/Krestovsky_Stadium,http://www.wikidata.org/entity/Q722970,Gazprom Arena,Point(30.220533 59.972953),80000,2017,NA,FC Zenit Saint Petersburg
155,S-155,Samara Arena,Samara,Russia,42000,https://en.wikipedia.org/wiki/Samara_Arena,https://en.wikipedia.org/wiki/Samara,Samara Arena,Solidarnost Samara Arena,https://en.wikipedia.org/wiki/Solidarnost_Samara_Arena,http://www.wikidata.org/entity/Q4439099,Samara Arena,Point(50.23769 53.277534),44918,2018,NA,FC Krylia Sovetov Samara; FC Akron Tolyatti
156,S-156,Mordovia Arena,Saransk,Russia,42000,https://en.wikipedia.org/wiki/Mordovia_Arena,https://en.wikipedia.org/wiki/Saransk,Mordovia Arena,Mordovia Arena,https://en.wikipedia.org/wiki/Mordovia_Arena,http://www.wikidata.org/entity/Q4533552,Mordovia Arena,Point(45.2014 54.1828),45015,2018,NA,FC Mordovia Saransk
157,S-157,Fisht Olympic Stadium,Sochi,Russia,44000,https://en.wikipedia.org/wiki/Fisht_Olympic_Stadium,https://en.wikipedia.org/wiki/Sochi,Fisht Olympic Stadium,Fisht Olympic Stadium,https://en.wikipedia.org/wiki/Fisht_Olympic_Stadium,http://www.wikidata.org/entity/Q1149601,Fisht Olympic Stadium,Point(39.955858093 43.401769445),25000,2014,NA,
158,S-158,Volgograd Arena,Volgograd,Russia,44000,https://en.wikipedia.org/wiki/Volgograd_Arena,https://en.wikipedia.org/wiki/Volgograd,Volgograd Arena,Volgograd Arena,https://en.wikipedia.org/wiki/Volgograd_Arena,http://www.wikidata.org/entity/Q4366184,Volgograd Arena,Point(44.5481 48.7346),45568,2018,NA,FC Rotor Volgograd
159,S-159,Central Stadium,Yekaterinburg,Russia,33000,https://en.wikipedia.org/wiki/Central_Stadium_(Yekaterinburg),https://en.wikipedia.org/wiki/Yekaterinburg,Central Stadium (Yekaterinburg),Central Stadium (Yekaterinburg),https://en.wikipedia.org/wiki/Central_Stadium_(Yekaterinburg),http://www.wikidata.org/entity/Q190779,Central Stadium Yekaterinburg,Point(60.57358 56.83244),42500,1957,NA,FC Ural Yekaterinburg
160,S-160,Free State Stadium,Bloemfontein,South Africa,41000,https://en.wikipedia.org/wiki/Free_State_Stadium,https://en.wikipedia.org/wiki/Bloemfontein,Free State Stadium,Free State Stadium,https://en.wikipedia.org/wiki/Free_State_Stadium,http://www.wikidata.org/entity/Q181439,Free State Stadium,Point(26.208888888 -29.117222222),45158,1955,NA,Cheetahs
161,S-161,Cape Town Stadium,Cape Town,South Africa,64000,https://en.wikipedia.org/wiki/Cape_Town_Stadium,https://en.wikipedia.org/wiki/Cape_Town,Cape Town Stadium,Cape Town Stadium,https://en.wikipedia.org/wiki/Cape_Town_Stadium,http://www.wikidata.org/entity/Q173559,Cape Town Stadium,Point(18.411152777 -33.903461111),58309,2009,NA,Stormers; Cape Town City F.C.
162,S-162,Moses Mabhida Stadium,Durban,South Africa,63000,https://en.wikipedia.org/wiki/Moses_Mabhida_Stadium,https://en.wikipedia.org/wiki/Durban,Moses Mabhida Stadium,Moses Mabhida Stadium,https://en.wikipedia.org/wiki/Moses_Mabhida_Stadium,http://www.wikidata.org/entity/Q175289,Moses Mabhida Stadium,Point(31.0303 -29.829),62760,2009,NA,AmaZulu F.C.
163,S-163,Ellis Park Stadium,Johannesburg,South Africa,56000,https://en.wikipedia.org/wiki/Ellis_Park_Stadium,https://en.wikipedia.org/wiki/Johannesburg,Ellis Park Stadium,Ellis Park Stadium,https://en.wikipedia.org/wiki/Ellis_Park_Stadium,http://www.wikidata.org/entity/Q182081,Ellis Park Stadium,Point(28.060833333 -26.1975),62567,1928,NA,Lions
164,S-164,Soccer City,Johannesburg,South Africa,84000,https://en.wikipedia.org/wiki/FNB_Stadium,https://en.wikipedia.org/wiki/Johannesburg,FNB Stadium,FNB Stadium,https://en.wikipedia.org/wiki/FNB_Stadium,http://www.wikidata.org/entity/Q163521,FNB Stadium,Point(27.982378 -26.234806),94736,1989,NA,South Africa men's national association football team; Kaizer Chiefs F.C.
165,S-165,Mbombela Stadium,Nelspruit,South Africa,41000,https://en.wikipedia.org/wiki/Mbombela_Stadium,https://en.wikipedia.org/wiki/Nelspruit,Mbombela Stadium,Mbombela Stadium,https://en.wikipedia.org/wiki/Mbombela_Stadium,http://www.wikidata.org/entity/Q187087,Mbombela Stadium,Point(30.929777777 -25.461888888),43500,2009,NA,
166,S-166,Peter Mokaba Stadium,Polokwane,South Africa,42000,https://en.wikipedia.org/wiki/Peter_Mokaba_Stadium,https://en.wikipedia.org/wiki/Polokwane,Peter Mokaba Stadium,Peter Mokaba Stadium,https://en.wikipedia.org/wiki/Peter_Mokaba_Stadium,http://www.wikidata.org/entity/Q187042,Peter Mokaba Stadium,Point(29.468765 -23.924689),41733,2010,NA,Limpopo; Black Leopards F.C.; Baroka F.C.
167,S-167,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,42000,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Stadium,https://en.wikipedia.org/wiki/Port_Elizabeth,Nelson Mandela Bay Stadium,Nelson Mandela Bay Stadium,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Stadium,http://www.wikidata.org/entity/Q181445,Nelson Mandela Bay Stadium,Point(25.598889 -33.937778),42486,2010,NA,Southern Kings
168,S-168,Loftus Versfeld Stadium,Pretoria,South Africa,43000,https://en.wikipedia.org/wiki/Loftus_Versfeld_Stadium,https://en.wikipedia.org/wiki/Pretoria,Loftus Versfeld Stadium,Loftus Versfeld Stadium,https://en.wikipedia.org/wiki/Loftus_Versfeld_Stadium,http://www.wikidata.org/entity/Q181398,Loftus Versfeld Stadium,Point(28.223014 -25.753189),51762,1906,NA,Kaizer Chiefs F.C.; Mamelodi Sundowns F.C.; Blue Bulls; Bulls
169,S-169,Royal Bafokeng Stadium,Rustenburg,South Africa,42000,https://en.wikipedia.org/wiki/Royal_Bafokeng_Stadium,https://en.wikipedia.org/wiki/Rustenburg,Royal Bafokeng Stadium,Royal Bafokeng Stadium,https://en.wikipedia.org/wiki/Royal_Bafokeng_Stadium,http://www.wikidata.org/entity/Q189337,Royal Bafokeng Stadium,Point(27.160833333 -25.578611111),42000,1999,NA,Platinum Stars F.C.
170,S-170,Busan Asiad Stadium,Busan,South Korea,56000,https://en.wikipedia.org/wiki/Busan_Asiad_Stadium,https://en.wikipedia.org/wiki/Busan,Busan Asiad Stadium,Busan Asiad Main Stadium,https://en.wikipedia.org/wiki/Busan_Asiad_Main_Stadium,http://www.wikidata.org/entity/Q482589,Busan Asiad Main Stadium,Point(129.058361 35.190103),53864,2001,NA,Busan IPark FC
171,S-171,Daegu World Cup Stadium,Daegu,South Korea,68000,https://en.wikipedia.org/wiki/Daegu_Stadium,https://en.wikipedia.org/wiki/Daegu,Daegu Stadium,Daegu Stadium,https://en.wikipedia.org/wiki/Daegu_Stadium,http://www.wikidata.org/entity/Q482441,Daegu Stadium,Point(128.690205 35.829739),68014,2001,NA,South Korea men's national football team
172,S-172,Daejeon World Cup Stadium,Daejeon,South Korea,40000,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium,https://en.wikipedia.org/wiki/Daejeon,Daejeon World Cup Stadium,Daejeon World Cup Stadium,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium,http://www.wikidata.org/entity/Q482598,Daejeon World Cup Stadium,Point(127.325056 36.365229),42176,2001,NA,Daejeon Hana Citizen FC
173,S-173,Gwangju World Cup Stadium,Gwangju,South Korea,43000,https://en.wikipedia.org/wiki/Gwangju_World_Cup_Stadium,https://en.wikipedia.org/wiki/Gwangju,Gwangju World Cup Stadium,Gwangju World Cup Stadium,https://en.wikipedia.org/wiki/Gwangju_World_Cup_Stadium,http://www.wikidata.org/entity/Q494758,Gwangju World Cup Stadium,Point(126.874914 35.133727),42880,2001,NA,Gwangju FC; Gwangju Sangmu FC
174,S-174,Incheon Munhak Stadium,Incheon,South Korea,52000,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium,https://en.wikipedia.org/wiki/Incheon,Incheon Munhak Stadium,Incheon Munhak Stadium,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium,http://www.wikidata.org/entity/Q138554,Incheon Munhak Sports Complex,Point(126.690699 37.434984),52179,2002,NA,Incheon United FC
175,S-175,Jeonju World Cup Stadium,Jeonju,South Korea,42000,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium,https://en.wikipedia.org/wiki/Jeonju,Jeonju World Cup Stadium,Jeonju World Cup Stadium,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium,http://www.wikidata.org/entity/Q562072,Jeonju World Cup Stadium,Point(127.06448 35.868071),42477,2001,NA,Jeonbuk Hyundai Motors FC
176,S-176,Jeju World Cup Stadium,Seogwipo,South Korea,42000,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium,https://en.wikipedia.org/wiki/Seogwipo,Jeju World Cup Stadium,Jeju World Cup Stadium,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium,http://www.wikidata.org/entity/Q482585,Jeju World Cup Stadium,Point(126.509361 33.246212),42256,2001,NA,Jeju SK FC
177,S-177,Seoul World Cup Stadium,Seoul,South Korea,64000,https://en.wikipedia.org/wiki/Seoul_World_Cup_Stadium,https://en.wikipedia.org/wiki/Seoul,Seoul World Cup Stadium,Seoul World Cup Stadium,https://en.wikipedia.org/wiki/Seoul_World_Cup_Stadium,http://www.wikidata.org/entity/Q175477,Seoul World Cup Stadium,Point(126.897243 37.56823),66806,2001,NA,FC Seoul; South Korea men's national football team
178,S-178,Suwon World Cup Stadium,Suwon,South Korea,43000,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,https://en.wikipedia.org/wiki/Suwon,Suwon World Cup Stadium,Suwon World Cup Stadium,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,http://www.wikidata.org/entity/Q494761,Suwon World Cup Stadium,Point(127.036855 37.286421),43959,2001,NA,Suwon Samsung Bluewings FC
179,S-179,Ulsan Munsu Football Stadium,Ulsan,South Korea,44000,https://en.wikipedia.org/wiki/Ulsan_Munsu_Football_Stadium,https://en.wikipedia.org/wiki/Ulsan,Ulsan Munsu Football Stadium,Ulsan Munsu Football Stadium,https://en.wikipedia.org/wiki/Ulsan_Munsu_Football_Stadium,http://www.wikidata.org/entity/Q482601,Ulsan Munsu Football Stadium,Point(129.259444444 35.535277777),44102,2001,NA,Ulsan HD FC
180,S-180,Estadio Riazor,A Coruña,Spain,34000,https://en.wikipedia.org/wiki/Estadio_Riazor,https://en.wikipedia.org/wiki/A_Coruña,Estadio Riazor,Estadio Riazor,https://en.wikipedia.org/wiki/Estadio_Riazor,http://www.wikidata.org/entity/Q22130,Estadio Municipal de Abanca Riazor,Point(-8.417372 43.368667),32490,1944,NA,Deportivo de A Coruña
181,S-181,Estadio José Rico Pérez,Alicante,Spain,33000,https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez,https://en.wikipedia.org/wiki/Alicante,Estadio José Rico Pérez,Estadio José Rico Pérez,https://en.wikipedia.org/wiki/Estadio_Jos%C3%A9_Rico_P%C3%A9rez,http://www.wikidata.org/entity/Q945070,Estadio José Rico Pérez,Point(-0.4925 38.357222),24704,1974,NA,Hércules CF
182,S-182,Camp Nou,Barcelona,Spain,121000,https://en.wikipedia.org/wiki/Camp_Nou,https://en.wikipedia.org/wiki/Barcelona,Camp Nou,Camp Nou,https://en.wikipedia.org/wiki/Camp_Nou,http://www.wikidata.org/entity/Q159848,Camp Nou,Point(2.122777777 41.380833333),105000,1957,NA,FC Barcelona
183,S-183,Estadi de Sarrià,Barcelona,Spain,40000,https://en.wikipedia.org/wiki/Sarrià_Stadium,https://en.wikipedia.org/wiki/Barcelona,Sarrià Stadium,Sarrià Stadium,https://en.wikipedia.org/wiki/Sarri%C3%A0_Stadium,http://www.wikidata.org/entity/Q1325234,Estadi de Sarrià,Point(2.133333333 41.393055555),43667,NA,1997,RCD Espanyol de Barcelona
184,S-184,Estadio San Mamés,Bilbao,Spain,46000,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913),https://en.wikipedia.org/wiki/Bilbao,San Mamés Stadium (1913),San Mamés Stadium (1913),https://en.wikipedia.org/wiki/San_Mam%C3%A9s_Stadium_(1913),http://www.wikidata.org/entity/Q244592,San Mamés Stadium,Point(-2.949369 43.264205),40000,1913,2013,Athletic Club
185,S-185,Nuevo Estadio,Elche,Spain,53000,https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero,https://en.wikipedia.org/wiki/Elche,Estadio Manuel Martínez Valero,Estadio Martínez Valero,https://en.wikipedia.org/wiki/Estadio_Mart%C3%ADnez_Valero,http://www.wikidata.org/entity/Q953600,Estadio Manuel Martínez Valero,Point(-0.663333 38.266944),31388,1976,NA,Elche CF
186,S-186,Estadio El Molinón,Gijón,Spain,45000,https://en.wikipedia.org/wiki/El_Molinón,https://en.wikipedia.org/wiki/Gijón,El Molinón,El Molinón,https://en.wikipedia.org/wiki/El_Molin%C3%B3n,http://www.wikidata.org/entity/Q929315,El Molinón-Enrique Castro Quini,Point(-5.637222 43.536111),29371,1908,NA,Sporting de Gijón
187,S-187,Estadio Santiago Bernabéu,Madrid,Spain,90000,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,https://en.wikipedia.org/wiki/Madrid,Santiago Bernabéu Stadium,Bernabéu (stadium),https://en.wikipedia.org/wiki/Bernab%C3%A9u_(stadium),http://www.wikidata.org/entity/Q164027,Bernabéu,Point(-3.68835 40.45306),83186,1947,NA,Real Madrid Club de Fútbol
188,S-188,Vicente Calderón,Madrid,Spain,66000,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium,https://en.wikipedia.org/wiki/Madrid,Vicente Calderón Stadium,Vicente Calderón Stadium,https://en.wikipedia.org/wiki/Vicente_Calder%C3%B3n_Stadium,http://www.wikidata.org/entity/Q207626,Vicente Calderón Stadium,Point(-3.720556 40.401667),54960,1966,2019,Atlético Madrid
189,S-189,Estadio La Rosaleda,Málaga,Spain,45000,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,https://en.wikipedia.org/wiki/Málaga,Estadio La Rosaleda,Estadio La Rosaleda,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,http://www.wikidata.org/entity/Q695879,La Rosaleda Stadium,Point(-4.426422 36.734092),30044,1941,NA,Málaga CF; Málaga CF Femenino
190,S-190,Estadio Carlos Tartiere,Oviedo,Spain,24000,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),https://en.wikipedia.org/wiki/Oviedo,Estadio Carlos Tartiere (1932),Estadio Carlos Tartiere (1932),https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),http://www.wikidata.org/entity/Q2628796,Estadio Carlos Tartiere,Point(-5.86082 43.35791),23500,1932,2003,Real Oviedo
191,S-191,Estadio Benito Villamarín,Seville,Spain,50000,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,https://en.wikipedia.org/wiki/Seville,Estadio Benito Villamarín,Estadio Benito Villamarín,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,http://www.wikidata.org/entity/Q126844,Estadio Benito Villamarín,Point(-5.981611 37.356403),60721,1929,NA,Real Betis Balompié
192,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,68000,https://en.wikipedia.org/wiki/Ramón_Sánchez_Pizjuán_Stadium,https://en.wikipedia.org/wiki/Seville,Ramón Sánchez Pizjuán Stadium,Ramón Sánchez-Pizjuán Stadium,https://en.wikipedia.org/wiki/Ram%C3%B3n_S%C3%A1nchez-Pizju%C3%A1n_Stadium,http://www.wikidata.org/entity/Q275429,Ramón Sánchez Pizjuán Stadium,Point(-5.970467 37.383878),42714,1958,NA,Sevilla FC
193,S-193,Estadio Luis Casanova,Valencia,Spain,50000,https://en.wikipedia.org/wiki/Mestalla_Stadium,https://en.wikipedia.org/wiki/Valencia,Mestalla Stadium,Mestalla Stadium,https://en.wikipedia.org/wiki/Mestalla_Stadium,http://www.wikidata.org/entity/Q202762,Mestalla Stadium,Point(-0.358333 39.474722),49430,1923,NA,Valencia CF
194,S-194,Estadio José Zorrilla,Valladolid,Spain,30000,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla,https://en.wikipedia.org/wiki/Valladolid,Estadio José Zorrilla,José Zorrilla Stadium,https://en.wikipedia.org/wiki/Jos%C3%A9_Zorrilla_Stadium,http://www.wikidata.org/entity/Q151816,Estadio Nuevo José Zorrilla,Point(-4.761111 41.644444),26512,1982,NA,Real Valladolid
195,S-195,Balaídos,Vigo,Spain,33000,https://en.wikipedia.org/wiki/Bala%C3%ADdos,https://en.wikipedia.org/wiki/Vigo,Balaídos,Balaídos Stadium,https://en.wikipedia.org/wiki/Bala%C3%ADdos_Stadium,http://www.wikidata.org/entity/Q1326578,Abanca Balaídos Stadium,Point(-8.740328 42.211861),22803,1928,NA,RC Celta de Vigo
196,S-196,Estadio La Romareda,Zaragoza,Spain,42000,https://en.wikipedia.org/wiki/La_Romareda,https://en.wikipedia.org/wiki/Zaragoza,La Romareda,La Romareda,https://en.wikipedia.org/wiki/La_Romareda,http://www.wikidata.org/entity/Q17484,La Romareda,Point(-0.901822 41.636592),33608,1957,2025,Real Zaragoza; Aragon national football team
197,S-197,Ryavallen,Borås,Sweden,15000,https://en.wikipedia.org/wiki/Ryavallen,https://en.wikipedia.org/wiki/Borås,Ryavallen,Ryavallen,https://en.wikipedia.org/wiki/Ryavallen,http://www.wikidata.org/entity/Q2093297,Ryavallen,Point(12.934921 57.735724),19400,1941,NA,IF Elfsborg
198,S-198,Tunavallen,Eskilstuna,Sweden,22000,https://en.wikipedia.org/wiki/Tunavallen,https://en.wikipedia.org/wiki/Eskilstuna,Tunavallen,Tunavallen,https://en.wikipedia.org/wiki/Tunavallen,http://www.wikidata.org/entity/Q1593861,Tunavallen,Point(16.495 59.370667),7800,1924,NA,Eskilstuna City FK; IFK Eskilstuna; Eskilstuna IK; Eskilstuna United DFF
