venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source
Jalisco Stadium,Existing,Football,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Estadio Jalisco,association football venue,http://www.wikidata.org/entity/Q1346716,Jalisco Stadium,NA,NA,NA,NA
León Stadium,Existing,Football,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Estadio León,association football venue,http://www.wikidata.org/entity/Q1369510,León Stadium,NA,NA,NA,NA
Yacht Club,Existing,Sailing,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,List of yacht clubs,Wikimedia list article,http://www.wikidata.org/entity/Q17156778,list of yacht clubs,NA,NA,NA,NA
Avándaro Golf Club,Existing,Eventing,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Avándaro Golf Club,golf club,http://www.wikidata.org/entity/Q4829585,Avándaro Golf Club,Point(-100.131388888 19.159444444),NA,1959,P571
Cuauhtémoc Stadium,New build,Football,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Estadio Cuauhtémoc,stadium; association football venue,http://www.wikidata.org/entity/Q124769,Estadio Cuauhtémoc,Point(-98.164444 19.078056),47417,1968,P1619
Chamrousse,New build,Alpine skiing,In use,1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,Chamrousse,ski resort; commune of France,http://www.wikidata.org/entity/Q696634,Chamrousse,NA,NA,NA,NA
Helliniko Indoor Arena,New build,Basketball,Not in use (demolished),2004,Athens,abandoned before demolition - this is the white elephant,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Basketball at the 2004 Summer Olympics – Men's tournament,Olympic sporting event,http://www.wikidata.org/entity/Q80385,basketball at the 2004 Summer Olympics – men's tournament,NA,NA,NA,NA
Tremplin de saut à ski de Saint Nizier/Tremplin du Dauphiné,New build,Ski jumping,In use (repurposed),1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,NA,NA,NA,NA,NA,NA,NA,NA
Piste de Luge,New build,Luge,In use (limited),1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,List of Olympic venues in luge,Wikimedia list article,http://www.wikidata.org/entity/Q6592945,list of Olympic venues in luge,NA,NA,NA,NA
Patinoire Municipale,Existing,Ice hockey,In use,1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,La Patinoire Municipale,gym; sports venue; ice rink; facility,http://www.wikidata.org/entity/Q3126056,Halle Clémenceau,Point(5.73417 45.15707),2042,1963,P1619
Autrans,New build,"Biathlon, cross-country
skiing, Nordic combined",In use,1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,Autrans,commune of France; delegated commune,http://www.wikidata.org/entity/Q475938,Autrans,NA,NA,NA,NA
Tremplin du Claret,New build,"Ski jumping, Nordic
combined",In use,1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,Anthony Knockaert,human,http://www.wikidata.org/entity/Q326365,Anthony Knockaert,NA,NA,NA,NA
Stade de Glace,New build,"Ice hockey, figure skating,
Closing Ceremony",In use,1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,Palais des Sports (Grenoble),arena; velodrome; sports venue; facility,http://www.wikidata.org/entity/Q644431,Palais des Sports Pierre Mendès France,Point(5.7415 45.1851),12000,1967,P1619
Anneau de Vitesse de Grenoble,New build,Speed skating,In use,1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,Pôle sportif et culturel Chamonix Nord,venue,http://www.wikidata.org/entity/Q111181534,Pôle sportif et culturel Chamonix Nord,NA,NA,NA,NA
Grenoble Olympic Village,New build,Athlete accommodation,In use,1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,Grenoble,commune of France; big city,http://www.wikidata.org/entity/Q1289,Grenoble,NA,NA,NA,NA
Stade Olympique de Grenoble,Temporary,Opening Ceremony,Dismantled (temporary),1968,Grenoble,NA,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11,Grenoble Foot 38,association football club,http://www.wikidata.org/entity/Q209509,Grenoble Foot 38,NA,NA,NA,NA
"Reitstadion, Riem/ Riding Stadium",Existing,"Eventing, jumping,
modern pentathlon
(equestrian)",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,"Riding Facility, Riem",sports venue,http://www.wikidata.org/entity/Q7332935,"Riding Facility, Riem",Point(11.6693 48.1454),NA,1940,P1619
Dante Bath,Existing,Water polo,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Fritz Beblo,human,http://www.wikidata.org/entity/Q88522,Q88522,NA,NA,NA,NA
Weightlifting Hall,Existing,Weightlifting,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Weightlifting at the 1972 Summer Olympics – Men's 110 kg,Olympic sporting event,http://www.wikidata.org/entity/Q7979954,weightlifting at the 1972 Summer Olympics – men's 110 kg,NA,NA,NA,NA
Boxing Hall,Existing,"Boxing, judo",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Boxing at the 1972 Summer Olympics – Heavyweight,Olympic sporting event,http://www.wikidata.org/entity/Q10706343,boxing at the 1972 Summer Olympics – heavyweight,NA,NA,NA,NA
Nymphenburg Palace,Existing,Dressage,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Nymphenburg Palace,museum; street; secular building; château; cultural heritage ensemble; summer residence,http://www.wikidata.org/entity/Q131631,Nymphenburg Palace,NA,NA,NA,NA
"Military-Gelände Poing, Poing/Riem",Existing,Eventing,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,NA,NA,NA,NA,NA,NA,NA,NA
Papoose Peak Olympic Jumping Hill,New build,"Ski jumping, Nordic
combined",Not in use (demolished),1960,Squaw Valley,abandoned before demolition - this is the white elephant,United States,1955,exact,USA,NA,NA,NA,NA,NA,1960 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9634,1960 Winter Olympics,NA,NA,NA,NA
Munich Olympic Stadium,New build,"Athletics, football,
equestrian (jumping),
modern pentathlon
(running), Opening and
Closing Ceremonies",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Munich massacre,mass murder; hostage taking; terrorist attack,http://www.wikidata.org/entity/Q229007,Munich massacre,NA,NA,NA,NA
Turin Olympic Village,"Mixed new
build/Existing",Athlete accommodation,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,2006 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9672,2006 Winter Olympics,NA,NA,NA,NA
Palasport Olimpico,New build,Ice hockey,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Inalpi Arena,arena,http://www.wikidata.org/entity/Q1393382,Torino Palasport Olimpico,Point(7.652222 45.041667),15657,2005,P1619
Oval Lingotto,New build,Speed skating,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Oval Lingotto,arena; event venue,http://www.wikidata.org/entity/Q978030,Oval Lingotto,Point(7.660833 45.0275),8500,2005,P1619
Fengtai Sports Centre Softball Field,Existing,Softball,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Venues of the 2008 Summer Olympics,Wikimedia list article,http://www.wikidata.org/entity/Q508436,Venues of the 2008 Summer Olympics,NA,NA,NA,NA
Yingdong Natatorium of National Olympic Sports Centre,Existing,"Water polo, modern pentathlon (swimming)",In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Ying Tung Natatorium,swimming center,http://www.wikidata.org/entity/Q2036042,Ying Tung Natatorium,Point(116.39583333 39.98444444),NA,NA,NA
La Plagne - Olympic Bobsleigh and Luge Track (Piste Olympique de bobsleigh et de luge),New build,"Bobsleigh, luge",In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,2030 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q29389034,2030 Winter Olympics,NA,NA,NA,NA
Courchevel - Cross-Country Stadium (Stade de ski de fond),New build,Nordic combined,In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ski Jumping Stadium (Stade de saut),New build,"Nordic combined,
ski jumping",In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,Côte Feuillée stadium,sports venue; ski jumping complex,http://www.wikidata.org/entity/Q591692,La Côte Feuillée,Point(6.13522 46.67241),NA,1989,P571
Les Arcs - Speed Skiing Slope (Piste de Ski de Vitesse des Arcs),Existing,Speed skiing (demonstration sport),In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tignes - Freestyle Skiing Stadium or Stade de Lognan (Stade de ski artistique et acrobatique),New build,"Freestyle skiing
(demonstration sport)",In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pralognan-la-Vanoise - Ice Rink (Patinoire de Pralognan-la-Vanoise),New build,"Curling
(demonstration sport)",In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,Patinoire olympique de Pralognan-la-Vanoise,indoor ice rink,http://www.wikidata.org/entity/Q15265667,Patinoire olympique de Pralognan-la-Vanoise,Point(6.72221667 45.3770056),NA,NA,NA
Olympic Ice Hall (Halle Olympique),New build,"Figure skating, short
track speed skating",In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,Albertville,commune of France,http://www.wikidata.org/entity/Q159469,Albertville,NA,NA,NA,NA
Sports Hall,New build,"Artistic gymnastics,
handball",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Olympiapark (Munich),park; cultural heritage ensemble; Olympic Park,http://www.wikidata.org/entity/Q383296,Olympiapark,NA,NA,NA,NA
Rio Olympic Arena,Existing,"Artistic gymnastics,
rhythmic gymnastics,
trampoline gymnastics",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Rio de Janeiro,megacity; big city; municipality of Brazil; former national capital,http://www.wikidata.org/entity/Q8678,Rio de Janeiro,NA,NA,NA,NA
Maracanã Stadium,Existing,"Football, Opening and
Closing Ceremonies",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,"Maracanã, Rio de Janeiro",neighbourhood in Rio de Janeiro,http://www.wikidata.org/entity/Q2712903,Maracanã District,NA,NA,NA,NA
Rio Olympic Stadium,Existing,"Athletics, football",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,"Maracanã, Rio de Janeiro",neighbourhood in Rio de Janeiro,http://www.wikidata.org/entity/Q2712903,Maracanã District,NA,NA,NA,NA
Lagoa Stadium,Existing,"Rowing, canoe sprint",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Rio de Janeiro,megacity; big city; municipality of Brazil; former national capital,http://www.wikidata.org/entity/Q8678,Rio de Janeiro,NA,NA,NA,NA
Maria Lenk Aquatics Centre,Existing,"Diving, artistic
swimming, water polo",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Maria Lenk Aquatics Centre,architectural structure,http://www.wikidata.org/entity/Q64136,Maria Lenk Aquatic Center,NA,NA,NA,NA
Deodoro Aquatics Centre,Existing,"Modern pentathlon
(swimming)",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Deodoro Aquatics Centre,stadium; event venue,http://www.wikidata.org/entity/Q23688724,Deodoro Aquatics Centre,Point(-43.403586111 -22.861797222),NA,2007,P1619
Rio Olympic Shooting Centre,Existing,Shooting,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Rio de Janeiro bid for the 2016 Summer Olympics,bid for the Olympic Games,http://www.wikidata.org/entity/Q4246875,Rio de Janeiro bid for the 2016 Summer Olympics,NA,NA,NA,NA
Riocentro - Pavilion 2,Existing,"Weightlifting, boxing,
table tennis, badminton",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Riocentro,sports venue; convention center; event venue,http://www.wikidata.org/entity/Q3277433,Riocentro,Point(-43.41333333 -22.97916667),NA,1977,P1619
Sambódromo,Existing,"Archery, marathon",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Rio de Janeiro,megacity; big city; municipality of Brazil; former national capital,http://www.wikidata.org/entity/Q8678,Rio de Janeiro,NA,NA,NA,NA
Swimming Stadium,New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Olympiastadion (Munich),stadium; Olympic stadium; association football venue; pitch,http://www.wikidata.org/entity/Q131610,Munich Olympic Stadium,NA,NA,NA,NA
Munich Olympic Regatta Course,New build,"Rowing, canoe sprint",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,1972 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8438,1972 Summer Olympics,NA,NA,NA,NA
Shooting Range,New build,"Shooting, modern
pentathlon (shooting)",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,2026 ISSF World Cup,sports season,http://www.wikidata.org/entity/Q137299011,2026 ISSF World Cup,NA,NA,NA,NA
Basketball Hall,New build,"Basketball, judo",In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Munich,district capital; metropolis; financial center; residenz; college town; local government in Germany; big city; urban municipality in Germany; urban district of Bavaria,http://www.wikidata.org/entity/Q1726,Munich,NA,NA,NA,NA
Volleyball Hall,New build,Volleyball,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,1972 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8438,1972 Summer Olympics,NA,NA,NA,NA
Cycling Stadium (SAP Garden),New build,Cycling (track),In use (repurposed),1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Olympiapark (Munich),park; cultural heritage ensemble; Olympic Park,http://www.wikidata.org/entity/Q383296,Olympiapark,NA,NA,NA,NA
Tokyo Olympic Village,"Mixed:
existing/new build",Athlete accommodation,Not in use (demolished),1964,Tokyo,urban redevelopment - not a failure,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,2020 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q181278,2020 Summer Olympics,NA,NA,NA,NA
Olympisches Dorf,New build,Athlete accommodation,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,1972 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8438,1972 Summer Olympics,NA,NA,NA,NA
Hockey Fields,Temporary,Hockey,Dismantled (temporary),1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Field hockey at the Summer Olympics,recurring sporting event,http://www.wikidata.org/entity/Q645688,field hockey at the Summer Olympics,NA,NA,NA,NA
Drei Flüsse Stadium,Existing,Football,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,2011–12 FC Bayern Munich season,association football team season,http://www.wikidata.org/entity/Q2017710,2011–12 FC Bayern Munich season,NA,NA,NA,NA
ESV Ingolstadt Stadium,Existing,Football,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,FC Ingolstadt 04,association football club,http://www.wikidata.org/entity/Q170117,FC Ingolstadt 04,NA,NA,NA,NA
Donauhalle,Existing,Handball,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Donauhalle Ulm,multi-purpose hall,http://www.wikidata.org/entity/Q5295457,Donauhalle Ulm,NA,NA,NA,NA
Hohenstaufenhalle,Existing,Handball,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,1972 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8438,1972 Summer Olympics,NA,NA,NA,NA
Canoe Slalom Course at the Eiskanal,New build,Canoe slalom,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,Canoe slalom,sports discipline,http://www.wikidata.org/entity/Q31874,canoe slalom,NA,NA,NA,NA
Olympia Hafen,New build,Sailing,In use,1972,Munich,NA,West Germany,1966,exact,DEU,1870.80540291774,NA,1376.229,1975,9,2026 Hamburg Olympics referendum,referendum,http://www.wikidata.org/entity/Q137830553,2026 Hamburg Olympics referendum,NA,NA,NA,NA
Miyanomori Ski Jump,New build,"Ski jumping, Nordic
combined",In use,1972,Sapporo,NA,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9,Miyanomori Ski Jump Stadium,ski jumping hill; National Training Center; skiing stadium,http://www.wikidata.org/entity/Q1191109,Miyanomori Ski Jump Stadium,Point(141.29555556 43.03916667),NA,1970,P1619
Mt Teine Slalom Events Site,New build,Alpine skiing,In use,1972,Sapporo,NA,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9,Sapporo Teine,ski resort; golf course,http://www.wikidata.org/entity/Q7421109,Sapporo Teine,NA,NA,NA,NA
Mt Teine Giant Slalom Events Site,New build,Alpine skiing,In use,1972,Sapporo,NA,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9,Sapporo Teine,ski resort; golf course,http://www.wikidata.org/entity/Q7421109,Sapporo Teine,NA,NA,NA,NA
Sapporo Olympic Village,New build,Athlete accommodation,In use,1972,Sapporo,NA,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9,Sapporo,city of Japan; big city; city designated by government ordinance; city for international conferences and tourism; prefectural capital of Japan,http://www.wikidata.org/entity/Q37951,Sapporo,NA,NA,NA,NA
"Palau d’Esports, Granollers",New build,Handball,In use,1992,Barcelona,NA,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0,Palau d'Esports de Granollers,sports venue,http://www.wikidata.org/entity/Q3434471,Sport Pavillion Granollers,Point(2.28777778 41.59861111),NA,1991,P1619
L’Hospitalet Baseball Stadium,New build,Baseball,In use,1992,Barcelona,NA,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0,Estadi Municipal de Futbol de L'Hospitalet,sports venue; association football venue,http://www.wikidata.org/entity/Q5400062,Estadi La Feixa Llarga,NA,NA,NA,NA
"Parc del Segre, La Seu d’Urgell",New build,Canoe slalom,In use,1992,Barcelona,NA,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0,La Seu d'Urgell,municipality of Catalonia,http://www.wikidata.org/entity/Q673412,La Seu d'Urgell,NA,NA,NA,NA
Terrassa Hockey Stadium,New build,Hockey,In use,1992,Barcelona,NA,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0,Estadi Olímpic de Terrassa,stadium,http://www.wikidata.org/entity/Q2438013,Estadi Olímpic de Terrassa,Point(2.011142 41.576133),11500,1955,P1619
Mollet Shooting Range,New build,"Shooting, modern
pentathlon (shooting)",In use,1992,Barcelona,NA,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0,Mollet del Vallès,municipality of Catalonia,http://www.wikidata.org/entity/Q15430,Mollet del Vallès,NA,NA,NA,NA
