venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source
Tokyo University Kemigawa Playing Grounds,Temporary,"Modern pentathlon
(running)",Dismantled (temporary),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sagami,New build,Canoe sprint,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Lake Sagami,reservoir,http://www.wikidata.org/entity/Q720883,Lake Sagami,NA,NA,NA,NA
"Karuizawa Equestrian Venue, Nagano",Temporary,Equestrian (eventing),Dismantled (temporary),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,"Karuizawa, Nagano",town of Japan,http://www.wikidata.org/entity/Q1012064,Karuizawa,NA,NA,NA,NA
Seefeld,Existing,"Biathlon, cross-country
skiing, Nordic
combined",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Innsbruck,city; statutory city of Austria; municipality of Austria; district of Austria; big city; place with town rights and privileges,http://www.wikidata.org/entity/Q1735,Innsbruck,NA,NA,NA,NA
Toni Seelos Schanze (Olympiaschanze),Existing,Nordic combined,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,List of ski jumping hills,Wikimedia list article,http://www.wikidata.org/entity/Q128778915,list of ski jumping hills,NA,NA,NA,NA
Youth Arena,New build,"Basketball, modern
pentathlon (fencing)",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Youth Arena,arena,http://www.wikidata.org/entity/Q2893454,Deodoro Arena,Point(-43.404064 -22.859468),5000,2016,P1619
Rio Olympic BMX Centre,New build,Cycling BMX,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,2016 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8613,2016 Summer Olympics,NA,NA,NA,NA
Rio Olympic Village,New build,Athlete accommodation,In use (repurposed),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,"Maracanã, Rio de Janeiro",neighbourhood in Rio de Janeiro,http://www.wikidata.org/entity/Q2712903,Maracanã District,NA,NA,NA,NA
Future Arena,Temporary,Handball,Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,United States men's national goalball team,national sports team,http://www.wikidata.org/entity/Q16969297,United States men's national goalball team,NA,NA,NA,NA
Mountain Bike Centre,Temporary,Mountain bike,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Mountain Bike Centre,stadium; event venue,http://www.wikidata.org/entity/Q7089100,Olympic Mountain Bike Park,Point(-43.4125 -22.85833333),NA,NA,NA
Panthessaliko Stadium,New build,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Olympic Stadium (Athens),Olympic stadium,http://www.wikidata.org/entity/Q189663,Olympic Stadium in Athens,NA,NA,NA,NA
Pankritio Stadium,New build,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Football at the 2004 Summer Olympics – Men's tournament,Olympic sporting event,http://www.wikidata.org/entity/Q565645,football at the 2004 Summer Olympics – men's tournament,NA,NA,NA,NA
Pinerolo Palaghiaccio,Existing,Curling,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Ice hockey at the 2025 Winter World University Games,sport competition at a multi-sport event,http://www.wikidata.org/entity/Q131418934,Ice hockey at the 2025 Winter World University Games,NA,NA,NA,NA
Pragelato Plan,Existing,"Cross-country skiing and
Nordic combined",In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,2006 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9672,2006 Winter Olympics,NA,NA,NA,NA
San Sicario Fraiteve,Existing,Alpine skiing,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Cesana San Sicario,stadium; sports park,http://www.wikidata.org/entity/Q1992061,Cesana San Sicario,NA,NA,NA,NA
Sestriere Borgata and Sestriere Colle,Existing,Alpine skiing,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,2006 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9672,2006 Winter Olympics,NA,NA,NA,NA
Bardonecchia,New build,Snowboard,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Bardonecchia railway station,railway station; border train station,http://www.wikidata.org/entity/Q2579603,Bardonecchia railway station,NA,NA,NA,NA
Cesana San Sicario,New build,Biathlon,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Cesana San Sicario,stadium; sports park,http://www.wikidata.org/entity/Q1992061,Cesana San Sicario,NA,NA,NA,NA
Trampolino Olimpico Pragelato,New build,"Ski jumping and Nordic
combined",Dismantled (temporary),2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Stadio del Trampolino,ski jumping complex,http://www.wikidata.org/entity/Q430461,Stadio del Trampolino,NA,NA,NA,NA
Indoor Stadium,New build,"Basketball, boxing",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,Olympic Stadium (Moscow),stadium; sports complex,http://www.wikidata.org/entity/Q32960,Olympiysky Sports Complex,Point(37.626425 55.781044444),25000,1980,P1619
Kanthaugen Freestyle Arena,New build,Freestyle skiing,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Kanthaugen Freestyle Arena,stadium,http://www.wikidata.org/entity/Q6365428,Kanthaugen Freestyle Arena,Point(10.49 61.124),15000,1992,P1619
Lillehammer Olympic Village,New build,Athlete accommodation,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Lillehammer affair,attempted murder; murder; state terrorism; covert operation; fusillade,http://www.wikidata.org/entity/Q1538940,Lillehammer affair,NA,NA,NA,NA
Clark Atlanta University Stadium,Existing,Hockey,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Clark Atlanta University,private university; historically black college or university; private not-for-profit educational institution,http://www.wikidata.org/entity/Q4572296,Clark Atlanta University,NA,NA,NA,NA
Alexander Memorial Coliseum,Existing,Boxing,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Memorial Coliseum,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q3305508,Memorial Coliseum,NA,NA,NA,NA
Georgia State University Gymnasium,Existing,Badminton,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Georgia State University,set; public educational institution of the United States; open-access publisher; public research university,http://www.wikidata.org/entity/Q1509333,Georgia State University,NA,NA,NA,NA
"Georgia World Congress Center (Halls D, E, F, G, H)",Existing,"Table tennis, weightlifting,
fencing, handball, wrestling, judo, modern
pentathlon (fencing)",In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Georgia World Congress Center,convention center,http://www.wikidata.org/entity/Q3103783,Georgia World Congress Center,NA,NA,NA,NA
Young Pioneers Stadium,Existing,Hockey,Not in use (demolished),1980,Moscow,urban redevelopment - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,Young Pioneers Stadium,stadium; sports complex; destroyed building or structure,http://www.wikidata.org/entity/Q8058369,Young Pioneers Stadium,Point(37.5623 55.7845),NA,NA,NA
Omni Coliseum,Existing,Volleyball,In use (rebuilt),1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Omni Coliseum,arena; multi-purpose hall; destroyed building or structure,http://www.wikidata.org/entity/Q1970067,Omni Coliseum,NA,NA,NA,NA
Swimming Pool (OlimpiyskiySports Complex),New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,Swimming Pool at the Olimpiysky Sports Complex,swimming center,http://www.wikidata.org/entity/Q7656228,Swimming Pool at the Olimpiysky Sports Complex,Point(37.6264 55.7811),NA,NA,NA
Parnitha Olympic Mountain Bike Venue,Temporary,Mountain bike,Dismantled (temporary),2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Parnitha Olympic Mountain Bike Venue,championship,http://www.wikidata.org/entity/Q991969,Parnitha Olympic Mountain Bike Venue,NA,NA,NA,NA
Ancient Stadium,Existing,Athletics,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Panathenaic Stadium,Olympic stadium; multi-purpose sports venue; pitch; all-seater stadium; monument; Ancient Greek stadium,http://www.wikidata.org/entity/Q208811,Panathenaic Stadium,NA,NA,NA,NA
Pampeloponnisiako Stadium,Existing,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Olympic Stadium (Athens),Olympic stadium,http://www.wikidata.org/entity/Q189663,Olympic Stadium in Athens,NA,NA,NA,NA
Kaftantzoglio Stadium,Existing,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Panionios F.C.,association football club,http://www.wikidata.org/entity/Q460494,Panionios F.C.,NA,NA,NA,NA
Rio Olympic Aquatics Stadium,Temporary,"Swimming, water polo",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Barra Olympic Park,Olympic Park,http://www.wikidata.org/entity/Q10345278,Barra Olympic Park,NA,NA,NA,NA
Beach Volleyball Arena,Temporary,Beach volleyball,Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Copacabana Stadium,stadium,http://www.wikidata.org/entity/Q5168265,Copacabana Stadium,Point(-43.1724072 -22.965585),NA,NA,NA
Deodoro Stadium,Temporary,"Rugby, modern pentathlon
(running, shooting,
equestrian)",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Deodoro Stadium,stadium,http://www.wikidata.org/entity/Q23688674,Deodoro Stadium,Point(-43.406619 -22.860911),15000,2016,P1619
Fort Copacabana,Temporary,"Cycling (road), triathlon,
marathon swimming",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,"Copacabana, Rio de Janeiro",beach; neighbourhood in Rio de Janeiro,http://www.wikidata.org/entity/Q202730,Copacabana,NA,NA,NA,NA
Pontal,Temporary,"Cycling (road), race walk",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Pontal (Rio de Janeiro),beach,http://www.wikidata.org/entity/Q10353082,Pontal,NA,NA,NA,NA
Mané Garrincha Stadium,Existing,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Estádio Nacional Mané Garrincha,stadium,http://www.wikidata.org/entity/Q336088,Estádio Nacional de Brasília,Point(-47.899164 -15.7835),69910,1974,P1619
Mineirão,Existing,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Mineirão,stadium; historic site,http://www.wikidata.org/entity/Q910370,Mineirão,Point(-43.970833 -19.865833),66658,1965,P1619
Amazônia Arena,New build,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,2016 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8613,2016 Summer Olympics,NA,NA,NA,NA
Patscherkofel,New build,Alpine skiing,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Innsbruck,city; statutory city of Austria; municipality of Austria; district of Austria; big city; place with town rights and privileges,http://www.wikidata.org/entity/Q1735,Innsbruck,NA,NA,NA,NA
Axamer Lizum,New build,Alpine skiing,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Axamer Lizum,ski resort; Ortschaft,http://www.wikidata.org/entity/Q364061,Axamer Lizum,NA,NA,NA,NA
Bobbahn und Rodelbahn Igls,New build,"Bobsleigh, luge",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,NA,NA,NA,NA,NA,NA,NA,NA
Bergisel Ski Jump (Bergiselschanze),Existing,"Ski jumping, Opening
Ceremony",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Bergisel Ski Jump,ski jumping hill,http://www.wikidata.org/entity/Q672833,Bergiselschanze,NA,NA,NA,NA
Messehalle (Indoor Skating Rink),Existing,Ice hockey,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,1964 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9636,1964 Winter Olympics,NA,NA,NA,NA
Olympic Speed Skating Oval (Olympia Eisschnellaufbahn),New build,Speed skating,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,NA,NA,NA,NA,NA,NA,NA,NA
Olympic Ice Stadium,New build,"Figure skating,
ice hockey, Closing
Ceremony",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,2012 Winter Youth Olympics,international sporting event; Winter Youth Olympic Games edition,http://www.wikidata.org/entity/Q192554,2012 Winter Youth Olympics,NA,NA,NA,NA
Innsbruck Olympic Village,New build,Athlete accommodation,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Innsbruck,city; statutory city of Austria; municipality of Austria; district of Austria; big city; place with town rights and privileges,http://www.wikidata.org/entity/Q1735,Innsbruck,NA,NA,NA,NA
Campo Marte,Existing,"Equestrian (jumping,
dressage)",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Mexico City Metrobús Line 7,bus rapid transit route,http://www.wikidata.org/entity/Q55074771,Line 7,NA,NA,NA,NA
Municipal Stadium,Existing,Hockey,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,"Estadio Jesús Martínez ""Palillo""",stadium,http://www.wikidata.org/entity/Q1369443,Municipal Stadium,Point(-99.09493893 19.40764085),6160,1964,P1619
University Olympic Stadium,Existing,"Athletics, equestrian
(jumping), Opening and
Closing Ceremonies",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Estadio Azteca,association football venue,http://www.wikidata.org/entity/Q320454,Estadio Azteca,NA,NA,NA,NA
Arena México,Existing,Boxing,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Arena México,arena,http://www.wikidata.org/entity/Q641374,Arena México,Point(-99.151944 19.424722),16500,1956,P1619
Azteca Stadium,Existing,Football,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Estadio Azteca,association football venue,http://www.wikidata.org/entity/Q320454,Estadio Azteca,NA,NA,NA,NA
Military Camp No. 1,Existing,"Modern pentathlon
(equestrian)",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,New Mexico Military Institute,high school; campus; community college; public educational institution of the United States,http://www.wikidata.org/entity/Q7010214,New Mexico Military Institute,NA,NA,NA,NA
National Auditorium,Existing,Gymnastics,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Auditorio Nacional (Mexico),concert hall; multi-purpose hall,http://www.wikidata.org/entity/Q286179,Auditorio Nacional,NA,NA,NA,NA
Ciudad Universitaria Swimming Pool,Existing,Water polo,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Mexico City,city; megacity; metropolis; federal capital; primate city; big city; federative entity of Mexico; largest city,http://www.wikidata.org/entity/Q1489,Mexico City,NA,NA,NA,NA
Insurgentes Theatre,Existing,Weightlifting,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Mexico City,city; megacity; metropolis; federal capital; primate city; big city; federative entity of Mexico; largest city,http://www.wikidata.org/entity/Q1489,Mexico City,NA,NA,NA,NA
Rome Olympic Velodrome,New build,"Cycling (track), hockey",Not in use (demolished),1960,Rome,urban redevelopment - not a failure,Italy,1955,exact,ITA,NA,NA,1938.676,1975,20,"Olympic Velodrome, Rome",velodrome; defunct sports venue,http://www.wikidata.org/entity/Q4009428,"Olympic Velodrome, Rome",Point(12.456897 41.826647),17660,1960,P1619
Cesano Shooting Range,New build,Shooting,Not in use (demolished),1960,Rome,urban redevelopment - not a failure,Italy,1955,exact,ITA,NA,NA,1938.676,1975,20,Cesano Infantry School Range,NA,http://www.wikidata.org/entity/Q5065401,Cesano Infantry School Range,NA,NA,NA,NA
Virgilio Uribe Rowing and Canoeing Course,New build,"Rowing, canoe sprint",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Rowing at the 1968 Summer Olympics – Men's eight,Olympic sporting event; rowing event,http://www.wikidata.org/entity/Q22968940,rowing at the 1968 Summer Olympics – men's eight,NA,NA,NA,NA
Francisco Márquez Olympic Pool,New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Alberca Olímpica Francisco Márquez,sports venue,http://www.wikidata.org/entity/Q2484285,Alberca Olímpica Francisco Márquez,Point(-99.15479243 19.35892729),4300,NA,NA
Agustín Melgar Olympic Velodrome,New build,Cycling (track),In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Agustín Melgar Olympic Velodrome,velodrome,http://www.wikidata.org/entity/Q399314,Agustín Melgar Olympic Velodrome,Point(-99.10338655 19.40981014),6800,1968,P571
Fernando Montes de Oca Fencing Hall,New build,"Fencing, modern
pentathlon (fencing)",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Fernando Montes de Oca Fencing Hall,arena; sports venue,http://www.wikidata.org/entity/Q1406768,Fernando Montes de Oca Fencing Hall,Point(-99.09155533 19.40759531),NA,NA,NA
Olympic Oval (Anneau de vitesse),New build,Speed skating,In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,L'anneau de vitesse,stadium; sports venue,http://www.wikidata.org/entity/Q2343868,L'anneau de vitesse,Point(6.3709 45.6641),10000,1991,P1619
Olympic Stadium (Théâtre des Cérémonies),Temporary,"Opening and Closing
Ceremonies",Dismantled (temporary),1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,Théâtre des Cérémonies,temporary sports venue,http://www.wikidata.org/entity/Q2698412,Théâtre des Cérémonies,Point(6.369367 45.661592),30000,1992,P1619
Les Ménuires - Slalom Stadium (Stade de Slalom),Existing,Alpine skiing,In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,List of Winter Olympics venues: L,Wikimedia list article,http://www.wikidata.org/entity/Q6604183,list of Winter Olympics venues: L,NA,NA,NA,NA
Méribel - Massif du Roc de Fer or Stade du Corbey,Existing,Alpine skiing,In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Val d’Isère - Massif de Bellevarde,Existing,Alpine skiing,In use,1992,Albertville,NA,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lillehammer Olympic Alpine Centre, Hafjell",Existing,Alpine skiing,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,2016 Winter Youth Olympics,Winter Youth Olympic Games edition,http://www.wikidata.org/entity/Q370745,2016 Winter Youth Olympics,NA,NA,NA,NA
Hamar Olympic Subsite Village,Existing,Athlete accommodation,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Lillehammer Olympic Village,Olympic Village,http://www.wikidata.org/entity/Q6548012,Lillehammer Olympic Village,NA,NA,NA,NA
Gjøvik Olympic Cavern Hall,New build,Ice hockey,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Gjøvik Olympic Cavern Hall,indoor ice rink,http://www.wikidata.org/entity/Q3353373,Gjøvik Olympic Cavern Hall,Point(10.6844 60.7932),5500,1993,P1619
Hamar Olympic Hall (Vikingskipet),New build,Speed skating,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Vikingskipet,stadium; indoor ice rink,http://www.wikidata.org/entity/Q1782828,Vikingskipet,Point(11.1009 60.793),10600,1992,P1619
Lillehammer Olympic Bobsleigh and Luge Track,New build,"Bobsleigh, luge",In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Lillehammer Olympic Bobsleigh and Luge Track,bobsleigh track; artificial luge track,http://www.wikidata.org/entity/Q3143296,Lillehammer Olympic Bobsleigh and Luge Track,NA,NA,NA,NA
Hamar Olympic Amphitheatre,New build,"Figure skating, short track
speed skating",In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,2016 Winter Youth Olympics,Winter Youth Olympic Games edition,http://www.wikidata.org/entity/Q370745,2016 Winter Youth Olympics,NA,NA,NA,NA
"Lillehammer Olympic Alpine Centre, Kvitfjell",New build,Alpine skiing,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,2016 Winter Youth Olympics,Winter Youth Olympic Games edition,http://www.wikidata.org/entity/Q370745,2016 Winter Youth Olympics,NA,NA,NA,NA
Håkon Hall,New build,Ice hockey,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,"Håkon, Kristin and Sondre",Olympic mascot; fictional duo,http://www.wikidata.org/entity/Q5890847,Håkon and Kristin,NA,NA,NA,NA
Lysgårdsbakkene Ski Jumping Arena,New build,"Ski jumping, Nordic
combined, Opening and
Closing Ceremonies",In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Lysgårdsbakken,ski jumping complex,http://www.wikidata.org/entity/Q632041,Lysgårdsbakken,NA,NA,NA,NA
Birkebeineren Ski Stadium,New build,"Biathlon, cross-country
skiing, Nordic combined",In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Birkebeineren Ski Stadium,stadium,http://www.wikidata.org/entity/Q3824486,Birkebeineren Ski Stadium,Point(10.506368 61.134107),31000,1992,P1619
Juan de la Barrera Olympic Gymnasium,New build,Volleyball,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Gimnasio Olímpico Juan de la Barrera,arena,http://www.wikidata.org/entity/Q1524795,Gimnasio Olímpico Juan de la Barrera,Point(-99.15473074 19.35986612),NA,1968,P1619
Juan Escutia Sports Palace,New build,Basketball,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Palacio de los Deportes,indoor arena,http://www.wikidata.org/entity/Q301937,Palacio de los Deportes,Point(-99.099722 19.405278),20000,1968,P1619
Maracanãzinho,Existing,Volleyball,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Ginásio do Maracanãzinho,indoor arena,http://www.wikidata.org/entity/Q1300456,Ginásio do Maracanãzinho,Point(-43.229333 -22.913911),11800,1954,P1619
Marina da Glória,Existing,Sailing,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,"Glória, Rio de Janeiro",neighbourhood in Rio de Janeiro,http://www.wikidata.org/entity/Q1532671,Glória,NA,NA,NA,NA
Rio Olympic Hockey Centre,New build,Hockey,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Olympic Hockey Centre (Rio de Janeiro),sports venue,http://www.wikidata.org/entity/Q7089085,Olympic Hockey Center,Point(-43.402447222 -22.860741666),NA,2007,P1619
Rio Olympic Tennis Centre,New build,Tennis,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Olympic Tennis Centre (Rio de Janeiro),tennis venue,http://www.wikidata.org/entity/Q7089145,Olympic Tennis Center,Point(-43.396382 -22.978822),18250,2015,P1619
Rio Olympic Velodrome,New build,Cycling (track),In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Rio Olympic Velodrome,velodrome,http://www.wikidata.org/entity/Q63999,Barra Velodrome,Point(-43.392405555 -22.975225),5000,2007,P1619
Whitewater Stadium,New build,Canoe slalom,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Artificial whitewater,NA,http://www.wikidata.org/entity/Q182886,artificial whitewater,NA,NA,NA,NA
Carioca Arena 1,New build,Basketball,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Carioca Arena 1,arena,http://www.wikidata.org/entity/Q7089149,Carioca Arena 1,Point(-43.395953 -22.973883),48000,2016,P1619
Carioca Arena 2,New build,"Judo, wrestling",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Carioca Arena 2,sports competition,http://www.wikidata.org/entity/Q23589938,Carioca Arena 2,NA,NA,NA,NA
Carioca Arena 3,New build,"Fencing, taekwondo",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Carioca Arena 2,sports competition,http://www.wikidata.org/entity/Q23589938,Carioca Arena 2,NA,NA,NA,NA
Rio Olympic Golf Course,New build,Golf,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Olympic Golf Course,golf course,http://www.wikidata.org/entity/Q6617188,Olympic golf course,Point(-43.405772222 -23.006461111),NA,2015,P1619
Vicente Suárez Shooting Range,New build,"Shooting, modern
pentathlon (shooting)",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,1968 Summer Olympics,international sporting event; Summer Olympic Games edition,http://www.wikidata.org/entity/Q8429,1968 Summer Olympics,NA,NA,NA,NA
Miguel Hidalgo Olympic Village,New build,Athlete accommodation,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,1975,12,Villa Olímpica (Mexico City),NA,http://www.wikidata.org/entity/Q6162315,Villa Olímpica (Mexico City),NA,NA,NA,NA
