venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source,venue_age,years_since_event,years_since_construction,venue_lon,venue_lat,city_lon,city_lat,distance_mi,class_clean,class_group,new_build,status_clean,status_group,white_elephant,log_capacity,log_gdp,log_city_pop,log_distance,era,region,gdp_pct_rank,gdp_z,vid,set,capacity_z,capacity_pct_rank,log_capacity_missing,log_capacity_imp,log_gdp_missing,log_gdp_imp,log_city_pop_missing,log_city_pop_imp,log_distance_missing,log_distance_imp,venue_age_missing,venue_age_imp,years_since_event_missing,years_since_event_imp,years_since_construction_missing,years_since_construction_imp,gdp_pct_rank_missing,gdp_pct_rank_imp,gdp_z_missing,gdp_z_imp,city_pop_pct_rank_missing,city_pop_pct_rank_imp,city_pop_z_missing,city_pop_z_imp,capacity_pct_rank_missing,capacity_pct_rank_imp,capacity_z_missing,capacity_z_imp
Sea Forest Waterway,New,"Canoe, Rowing",In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Sea Forest Waterway,rowing and canoeing venue,http://www.wikidata.org/entity/Q41795362,Sea Forest Waterway,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA,new,New,1,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,NA,recent,Asia,0.8421052631578947,0.8326932461924239,Sea Forest Waterway Tokyo,train,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,1,1.8755179261162138,1,6.5,0,6,1,41.5,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Kasai Canoe Slalom Centre,New,Canoe,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Kasai Canoe Slalom Centre,rowing and canoeing venue,http://www.wikidata.org/entity/Q82992191,Kasai Canoe Slalom Centre,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA,new,New,1,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,NA,recent,Asia,0.8421052631578947,0.8326932461924239,Kasai Canoe Slalom Centre Tokyo,train,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,1,1.8755179261162138,1,6.5,0,6,1,41.5,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Yumenoshima Park Archery Field,New,Archery,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Yumenoshima Park,Tokyo metropolitan park,http://www.wikidata.org/entity/Q11431452,Yumenoshima Park,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA,new,New,1,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,NA,recent,Asia,0.8421052631578947,0.8326932461924239,Yumenoshima Park Archery Field Tokyo,train,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,1,1.8755179261162138,1,6.5,0,6,1,41.5,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Tokyo Aquatics Centre,New,Aquatics,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Tokyo Aquatics Centre,swimming center,http://www.wikidata.org/entity/Q65038183,Tokyo Aquatics Centre,Point(139.8151 35.6511),NA,2020,P1619,0,6,6,139.8151,35.6511,139.655776246888,35.6661787766663,9.01480135935109,new,New,1,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,2.3040641346076582,recent,Asia,0.8421052631578947,0.8326932461924239,Tokyo Aquatics Centre Tokyo,train,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,0,2.3040641346076582,0,0,0,6,0,6,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Tatsumi Water Polo Centre,Existing,Water Polo,In use (repurposed),2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Tokyo Tatsumi International Swimming Center,swimming center; Q11548891,http://www.wikidata.org/entity/Q6148001,Tokyo Tatsumi International Swimming Centre,Point(139.818941666 35.647666666),3635,1993,P1619,27,6,33,139.818941666,35.647666666,139.655776246888,35.6661787766663,9.25933420703041,existing,Existing,0,in use (repurposed),in use,FALSE,8.19863945529737,10.630315969329544,10.400817426973935,2.3281879455347405,recent,Asia,0.8421052631578947,0.8326932461924239,Tatsumi Water Polo Centre Tokyo,train,-1.1230893819926964,0.2,0,8.19863945529737,0,10.630315969329544,0,10.400817426973935,0,2.3281879455347405,0,27,0,6,0,33,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,0,0.2,0,-1.1230893819926964
Tokyo Olympic Village,New,Athlete accommodation,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,2020 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q181278,2020 Summer Olympics,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA,new,New,1,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,NA,recent,Asia,0.8421052631578947,0.8326932461924239,Tokyo Olympic Village Tokyo,train,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,1,1.8755179261162138,1,6.5,0,6,1,41.5,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Makuhari Messe Hall A,Existing,"Taekwondo, Wrestling",In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Makuhari Messe,arena; convention center; event venue; combined facility,http://www.wikidata.org/entity/Q862452,Makuhari Messe,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA,existing,Existing,0,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,NA,recent,Asia,0.8421052631578947,0.8326932461924239,Makuhari Messe Hall A Tokyo,train,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,1,1.8755179261162138,1,6.5,0,6,1,41.5,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Makuhari Messe Hall B,Existing,Fencing,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Makuhari Messe,arena; convention center; event venue; combined facility,http://www.wikidata.org/entity/Q862452,Makuhari Messe,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA,existing,Existing,0,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,NA,recent,Asia,0.8421052631578947,0.8326932461924239,Makuhari Messe Hall B Tokyo,test,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,1,1.8755179261162138,1,6.5,0,6,1,41.5,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Saitama Super Arena,Existing,Basketball,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Saitama Super Arena,arena; multi-purpose hall,http://www.wikidata.org/entity/Q1052149,Saitama Super Arena,Point(139.630833 35.894889),37000,2000,P1619,20,6,26,139.630833,35.894889,139.655776246888,35.6661787766663,15.881891107418554,existing,Existing,0,in use,in use,FALSE,10.518700218288163,10.630315969329544,10.400817426973935,2.826241515322656,recent,Asia,0.8421052631578947,0.8326932461924239,Saitama Super Arena Tokyo,test,0.061260324390092,0.4,0,10.518700218288163,0,10.630315969329544,0,10.400817426973935,0,2.826241515322656,0,20,0,6,0,26,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,0,0.4,0,0.061260324390092
Asaka Shooting Range,Temporary,Shooting,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Camp Asaka,garrison,http://www.wikidata.org/entity/Q4803412,Camp Asaka,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA,temporary,Temporary,NA,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,NA,recent,Asia,0.8421052631578947,0.8326932461924239,Asaka Shooting Range Tokyo,test,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,1,1.8755179261162138,1,6.5,0,6,1,41.5,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Kasumigaseki Country Club,Existing,Golf,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,0.9999014972419228,27.355622005481955,2013,0,Kasumigaseki Country Club,golf course,http://www.wikidata.org/entity/Q11660816,Kasumigaseki Country Club,Point(139.40444444 35.90138889),NA,1929,P1619,91,6,97,139.40444444,35.90138889,139.655776246888,35.6661787766663,21.531360723751582,existing,Existing,0,in use,in use,FALSE,NA,10.630315969329544,10.400817426973935,3.114908148703454,recent,Asia,0.8421052631578947,0.8326932461924239,Kasumigaseki Country Club Tokyo,test,NA,NA,1,9.629029932943677,0,10.630315969329544,0,10.400817426973935,0,3.114908148703454,0,91,0,6,0,97,0,0.8421052631578947,0,0.8326932461924239,0,0.9999014972419228,0,27.355622005481955,1,0.6666666666666666,1,-0.37546740179326576
Olympic Beach Volleyball Centre,New build,Beach volleyball,Not in use (demolished),2004,Athens,abandoned before demolition - this is the white elephant,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,0.9905753968253967,3.035484254877471,1997,0,Faliro Coastal Zone Olympic Complex,architectural ensemble; sports park,http://www.wikidata.org/entity/Q139569,Faliro Coastal Zone Olympic Complex,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA,new build,New,1,not in use (demolished),not in use,TRUE,NA,9.474005136940455,8.095321223860473,NA,recent,Europe,0.79,0.4083186152900408,Olympic Beach Volleyball Centre Athens,test,NA,NA,1,9.629029932943677,0,9.474005136940455,0,8.095321223860473,1,1.8755179261162138,1,6.5,0,22,1,41.5,0,0.79,0,0.4083186152900408,0,0.9905753968253967,0,3.035484254877471,1,0.6666666666666666,1,-0.37546740179326576
Olympic Softball Stadium,New build,Softball,Not in use (demolished),2004,Athens,abandoned before demolition - this is the white elephant,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,0.9905753968253967,3.035484254877471,1997,0,Hellinikon Olympic Complex,arena,http://www.wikidata.org/entity/Q1332245,Hellinikon Olympic Complex,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA,new build,New,1,not in use (demolished),not in use,TRUE,NA,9.474005136940455,8.095321223860473,NA,recent,Europe,0.79,0.4083186152900408,Olympic Softball Stadium Athens,test,NA,NA,1,9.629029932943677,0,9.474005136940455,0,8.095321223860473,1,1.8755179261162138,1,6.5,0,22,1,41.5,0,0.79,0,0.4083186152900408,0,0.9905753968253967,0,3.035484254877471,1,0.6666666666666666,1,-0.37546740179326576
Kulm Hotel Skating Rink,Existing,Figure skating,In use,1948,St. Moritz,NA,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA,NA,NA,1948 Winter Olympics,international sporting event; Winter Olympic Games edition,http://www.wikidata.org/entity/Q9615,1948 Winter Olympics,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,NA,NA,postwar,Europe,NA,NA,Kulm Hotel Skating Rink St. Moritz,test,NA,NA,1,9.629029932943677,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,78,1,41.5,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
Suvretta House Ice Rink,Existing,Ice hockey,In use,1948,St. Moritz,NA,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA,NA,NA,Suvretta House,hotel,http://www.wikidata.org/entity/Q1650144,Suvretta House,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,NA,NA,postwar,Europe,NA,NA,Suvretta House Ice Rink St. Moritz,train,NA,NA,1,9.629029932943677,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,78,1,41.5,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
Corviglia/Piz Nair,Existing,Alpine skiing,In use,1948,St. Moritz,NA,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA,NA,NA,St. Moritz,municipality of Switzerland; city of Switzerland,http://www.wikidata.org/entity/Q68986,St. Moritz,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,NA,NA,postwar,Europe,NA,NA,Corviglia/Piz Nair St. Moritz,train,NA,NA,1,9.629029932943677,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,78,1,41.5,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
State Sports Centre,Existing,"Table tennis,
taekwondo",In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,0.9884243497208226,2.679998752617005,1993,0,State Sports Centre,sports venue,http://www.wikidata.org/entity/Q7603544,State Sports Centre,Point(151.069444 -33.853333),5006,1984,P1619,16,26,42,151.069444,-33.853333,151.078965122611,-33.8589905191914,0.6725018481048028,existing,Existing,0,in use,in use,FALSE,8.518592212329946,9.782761813569108,7.942979673176738,0.5143206180150338,postwar,Oceania,0.8814432989690721,1.0595700648129658,State Sports Centre Sydney,train,-0.2678427905280541,0.6,0,8.518592212329946,0,9.782761813569108,0,7.942979673176738,0,0.5143206180150338,0,16,0,26,0,42,0,0.8814432989690721,0,1.0595700648129658,0,0.9884243497208226,0,2.679998752617005,0,0.6,0,-0.2678427905280541
Sydney Convention and Exhibition Centre,Existing,"Weightlifting, wrestling,
judo, fencing, boxing",In use (rebuilt),2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,0.9884243497208226,2.679998752617005,1993,0,International Convention Centre Sydney,building,http://www.wikidata.org/entity/Q22271891,International Convention Centre Sydney,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA,existing,Existing,0,in use (rebuilt),in use,FALSE,NA,9.782761813569108,7.942979673176738,NA,postwar,Oceania,0.8814432989690721,1.0595700648129658,Sydney Convention and Exhibition Centre Sydney,train,NA,NA,1,9.629029932943677,0,9.782761813569108,0,7.942979673176738,1,1.8755179261162138,1,6.5,0,26,1,41.5,0,0.8814432989690721,0,1.0595700648129658,0,0.9884243497208226,0,2.679998752617005,1,0.6666666666666666,1,-0.37546740179326576
Sydney Football Stadium,Existing,Football,In use (rebuilt),2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,0.9884243497208226,2.679998752617005,1993,0,Sydney Football Stadium (2022),stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q65091153,Sydney Football Stadium II,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA,existing,Existing,0,in use (rebuilt),in use,FALSE,NA,9.782761813569108,7.942979673176738,NA,postwar,Oceania,0.8814432989690721,1.0595700648129658,Sydney Football Stadium Sydney,test,NA,NA,1,9.629029932943677,0,9.782761813569108,0,7.942979673176738,1,1.8755179261162138,1,6.5,0,26,1,41.5,0,0.8814432989690721,0,1.0595700648129658,0,0.9884243497208226,0,2.679998752617005,1,0.6666666666666666,1,-0.37546740179326576
Los Angeles Memorial Sports Arena,Existing,Boxing,Not in use (demolished),1984,Los Angeles,urban redevelopment - not a failure,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Los Angeles Memorial Sports Arena,arena,http://www.wikidata.org/entity/Q1571403,Los Angeles Memorial Sports Arena,Point(-118.284444444 34.013055555),16161,1959,P1619,25,42,67,-118.284444444,34.013055555,-118.116720299597,33.9842364485583,9.822741796774748,existing,Existing,0,not in use (demolished),not in use,FALSE,9.690418086793391,9.265391677279498,8.988637906798376,2.3816496421287474,postwar,Americas,0.9072847682119204,1.262517550559083,Los Angeles Memorial Sports Arena Los Angeles,train,-0.4892952480946937,0.4,0,9.690418086793391,0,9.265391677279498,0,8.988637906798376,0,2.3816496421287474,0,25,0,42,0,67,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,0,0.4,0,-0.4892952480946937
Sydney International Equestrian Centre,New build,"Eventing, dressage,
jumping",In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,0.9884243497208226,2.679998752617005,1993,0,Sydney International Equestrian Centre,sports venue,http://www.wikidata.org/entity/Q7659987,Sydney International Equestrian Centre,Point(150.854 -33.8487),NA,NA,NA,NA,26,NA,150.854,-33.8487,151.078965122611,-33.8589905191914,12.942427042197217,new build,New,1,in use,in use,FALSE,NA,9.782761813569108,7.942979673176738,2.634936496504547,postwar,Oceania,0.8814432989690721,1.0595700648129658,Sydney International Equestrian Centre Sydney,train,NA,NA,1,9.629029932943677,0,9.782761813569108,0,7.942979673176738,0,2.634936496504547,1,6.5,0,26,1,41.5,0,0.8814432989690721,0,1.0595700648129658,0,0.9884243497208226,0,2.679998752617005,1,0.6666666666666666,1,-0.37546740179326576
State Hockey Centre,New build,Hockey,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,0.9884243497208226,2.679998752617005,1993,0,Sydney Olympic Park Hockey Centre,stadium,http://www.wikidata.org/entity/Q2333630,Sydney Olympic Park Hockey Centre,Point(151.068056 -33.855),8000,1998,P571,2,26,28,151.068056,-33.855,151.078965122611,-33.8589905191914,0.6847381387076268,new build,New,1,in use,in use,FALSE,8.987321812850125,9.782761813569108,7.942979673176738,0.5216101444321831,postwar,Oceania,0.8814432989690721,1.0595700648129658,State Hockey Centre Sydney,train,0.7039474601275374,0.8,0,8.987321812850125,0,9.782761813569108,0,7.942979673176738,0,0.5216101444321831,0,2,0,26,0,28,0,0.8814432989690721,0,1.0595700648129658,0,0.9884243497208226,0,2.679998752617005,0,0.8,0,0.7039474601275374
Sydney Superdome,New build,"Artistic gymnastics,
trampoline gymnastics,
basketball",In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,0.9884243497208226,2.679998752617005,1993,0,Sydney SuperDome,stadium,http://www.wikidata.org/entity/Q1851216,Sydney SuperDome,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA,new build,New,1,in use,in use,FALSE,NA,9.782761813569108,7.942979673176738,NA,postwar,Oceania,0.8814432989690721,1.0595700648129658,Sydney Superdome Sydney,train,NA,NA,1,9.629029932943677,0,9.782761813569108,0,7.942979673176738,1,1.8755179261162138,1,6.5,0,26,1,41.5,0,0.8814432989690721,0,1.0595700648129658,0,0.9884243497208226,0,2.679998752617005,1,0.6666666666666666,1,-0.37546740179326576
Blyth Memorial Ice Arena,New build,"Ice hockey, figure skating,
Opening and Closing
Ceremonies",Not in use (demolished),1960,Squaw Valley,urban redevelopment - not a failure,United States,1955,exact,USA,NA,NA,NA,NA,NA,NA,NA,1960 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9634,1960 Winter Olympics,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,new build,New,1,not in use (demolished),not in use,FALSE,NA,NA,NA,NA,postwar,Americas,NA,NA,Blyth Memorial Ice Arena Squaw Valley,train,NA,NA,1,9.629029932943677,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,66,1,41.5,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
Georgia Dome,Existing,"Artistic gymnastics,
basketball, handball",Not in use (demolished),1996,Atlanta,urban redevelopment - not a failure,United States,1990,exact,USA,23888.6000088133,NA,56.211,0.095023176384484,-0.23003591157221429,1995,5,Georgia Dome,stadium,http://www.wikidata.org/entity/Q1058931,Georgia Dome,Point(-84.400833333 33.7575),74228,1992,P1619,4,30,34,-84.400833333,33.7575,-84.3638559949554,33.7897001713732,3.0791681966331548,existing,Existing,0,not in use (demolished),not in use,FALSE,11.214910188378656,10.081198497141315,4.046746187589306,1.4058930942568422,postwar,Americas,0.93717277486911,1.6960824467206008,Georgia Dome Atlanta,train,0.8680130440907875,1,0,11.214910188378656,0,10.081198497141315,0,4.046746187589306,0,1.4058930942568422,0,4,0,30,0,34,0,0.93717277486911,0,1.6960824467206008,0,0.095023176384484,0,-0.23003591157221429,0,1,0,0.8680130440907875
Alonzo Herndon Stadium,Existing,Hockey,Not in use (demolished),1996,Atlanta,abandoned before demolition - this is the white elephant,United States,1990,exact,USA,23888.6000088133,NA,56.211,0.095023176384484,-0.23003591157221429,1995,5,Herndon Stadium,stadium,http://www.wikidata.org/entity/Q628544,Herndon Stadium,Point(-84.4088 33.756),15011,1948,P571,48,30,78,-84.4088,33.756,-84.3638559949554,33.7897001713732,3.480225690522222,existing,Existing,0,not in use (demolished),not in use,TRUE,9.616605160254911,10.081198497141315,4.046746187589306,1.499673422506708,postwar,Americas,0.93717277486911,1.6960824467206008,Alonzo Herndon Stadium Atlanta,test,-1.572106985907986,0,0,9.616605160254911,0,10.081198497141315,0,4.046746187589306,0,1.499673422506708,0,48,0,30,0,78,0,0.93717277486911,0,1.6960824467206008,0,0.095023176384484,0,-0.23003591157221429,0,0,0,-1.572106985907986
