venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source,venue_age,years_since_event,years_since_construction,venue_lon,venue_lat,city_lon,city_lat,distance_mi,class_clean,class_group,new_build,status_clean,status_group,white_elephant,log_capacity,log_gdp,log_city_pop,log_distance,era,region,gdp_pct_rank,gdp_z,vid,set,capacity_z,capacity_pct_rank,log_capacity_missing,log_capacity_imp,log_gdp_missing,log_gdp_imp,log_city_pop_missing,log_city_pop_imp,log_distance_missing,log_distance_imp,venue_age_missing,venue_age_imp,years_since_event_missing,years_since_event_imp,years_since_construction_missing,years_since_construction_imp,gdp_pct_rank_missing,gdp_pct_rank_imp,gdp_z_missing,gdp_z_imp,city_pop_pct_rank_missing,city_pop_pct_rank_imp,city_pop_z_missing,city_pop_z_imp,capacity_pct_rank_missing,capacity_pct_rank_imp,capacity_z_missing,capacity_z_imp
Pauley Pavilion,Existing,"Artistic gymnastics,
rhythmic gymnastics",In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Pauley Pavilion,university building; indoor arena,http://www.wikidata.org/entity/Q1126193,Pauley Pavilion,Point(-118.447 34.0702),12829,1965,P1619,19,42,61,-118.447,34.0702,-118.116720299597,33.9842364485583,19.845639941192697,existing,Existing,0,in use,in use,FALSE,9.45954145760968,9.265391677279498,8.988637906798376,3.037144810846783,postwar,Americas,0.9072847682119204,1.262517550559083,Pauley Pavilion Los Angeles,train,-0.8960646509518592,0.2,0,9.45954145760968,0,9.265391677279498,0,8.988637906798376,0,3.037144810846783,0,19,0,42,0,61,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,0,0.2,0,-0.8960646509518592
Los Angeles Memorial Coliseum,Existing,"Athletics, Opening and
Closing Ceremonies",In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Los Angeles Memorial Coliseum,stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q849784,Los Angeles Memorial Coliseum,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Los Angeles Memorial Coliseum Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Albert Gersten Pavilion,Existing,Weightlifting,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,1984 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8456,1984 Summer Olympics,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Albert Gersten Pavilion Los Angeles,test,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Eagle’s Nest Arena,Existing,Judo,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Eagle's Nest Arena,arena,http://www.wikidata.org/entity/Q5324976,Eagle's Nest Arena,Point(-118.167 34.0664),NA,NA,NA,NA,42,NA,-118.167,34.0664,-118.116720299597,33.9842364485583,6.372493783973512,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,1.9977560185700804,postwar,Americas,0.9072847682119204,1.262517550559083,Eagle’s Nest Arena Los Angeles,test,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,0,1.9977560185700804,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
El Dorado Park,Existing,Archery,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,El Dorado Correctional Facility,state prison,http://www.wikidata.org/entity/Q5351176,El Dorado Correctional Facility,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,El Dorado Park Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Rose Bowl,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Rose Bowl (stadium),multi-purpose sports venue,http://www.wikidata.org/entity/Q582280,Rose Bowl,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Rose Bowl Los Angeles,test,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Long Beach Sports Arena,Existing,Volleyball,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Sports in Los Angeles,sport in a geographic region,http://www.wikidata.org/entity/Q3493994,sports in Los Angeles,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Long Beach Sports Arena Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Titan Gymnasium,Existing,Handball,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,"Tarzana, Los Angeles",district or neighborhood of Los Angeles,http://www.wikidata.org/entity/Q2708222,Tarzana,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Titan Gymnasium Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Anaheim Convention Center,Existing,Wrestling,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Anaheim Convention Center,arena; sports venue; convention center; multi-purpose hall,http://www.wikidata.org/entity/Q4750878,Anaheim Convention Center,Point(-117.92 33.8025),NA,1967,P1619,17,42,59,-117.92,33.8025,-118.116720299597,33.9842364485583,16.89989088818183,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,2.8847946171958307,postwar,Americas,0.9072847682119204,1.262517550559083,Anaheim Convention Center Los Angeles,test,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,0,2.8847946171958307,0,17,0,42,0,59,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Coto de Caza,Existing,Modern pentathlon,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,"Coto de Caza, California",census-designated place in the United States,http://www.wikidata.org/entity/Q2182879,Coto de Caza,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Coto de Caza Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Heritage Park Aquatic Center,Existing,"Modern pentathlon
(swimming)",In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Los Angeles Memorial Coliseum,stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q849784,Los Angeles Memorial Coliseum,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Heritage Park Aquatic Center Los Angeles,test,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Raleigh Runnels Memorial Pool,Existing,Water polo,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Raleigh Runnels Memorial Pool,sports venue,http://www.wikidata.org/entity/Q1376293,Raleigh Runnels Memorial Pool,Point(-118.7102 34.03886),NA,NA,NA,NA,42,NA,-118.7102,34.03886,-118.116720299597,33.9842364485583,34.23769917711993,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,3.5621165088434097,postwar,Americas,0.9072847682119204,1.262517550559083,Raleigh Runnels Memorial Pool Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,0,3.5621165088434097,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Stanford Stadium,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Stanford Stadium,stadium,http://www.wikidata.org/entity/Q692470,Stanford Stadium,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Stanford Stadium Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Harvard Stadium,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Los Angeles Memorial Coliseum,stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q849784,Los Angeles Memorial Coliseum,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,existing,Existing,0,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Harvard Stadium Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Navy-Marine Corps Memorial Stadium,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,Navy–Marine Corps Memorial Stadium,stadium,http://www.wikidata.org/entity/Q3337331,Navy–Marine Corps Memorial Stadium,Point(-76.506944 38.984722),34000,1959,P1619,25,42,67,-76.506944,38.984722,-118.116720299597,33.9842364485583,2319.518752440107,existing,Existing,0,in use,in use,FALSE,10.434145214930489,9.265391677279498,8.988637906798376,7.74954603985526,postwar,Americas,0.9072847682119204,1.262517550559083,Navy-Marine Corps Memorial Stadium Los Angeles,train,1.6884836767459352,1,0,10.434145214930489,0,9.265391677279498,0,8.988637906798376,0,7.74954603985526,0,25,0,42,0,67,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,0,1,0,1.6884836767459352
Olympic Shooting Range,New build,Shooting,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,0.99717613836922,9.87650356899493,1978,0,2028 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q1451505,2028 Summer Olympics,NA,NA,NA,NA,NA,42,NA,NA,NA,-118.116720299597,33.9842364485583,NA,new build,New,1,in use,in use,FALSE,NA,9.265391677279498,8.988637906798376,NA,postwar,Americas,0.9072847682119204,1.262517550559083,Olympic Shooting Range Los Angeles,train,NA,NA,1,9.629029932943677,0,9.265391677279498,0,8.988637906798376,1,1.8755179261162138,1,6.5,0,42,1,41.5,0,0.9072847682119204,0,1.262517550559083,0,0.99717613836922,0,9.87650356899493,1,0.6666666666666666,1,-0.37546740179326576
Laoshan Bicycle Moto Cross (BMX) Venue,Temporary,Cycling (BMX),In use (repurposed),2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,0.9973934723481416,9.464987628272784,2001,0,Laoshan Bicycle Moto Cross (BMX) Venue,sports venue,http://www.wikidata.org/entity/Q3312789,Laoshan Bicycle Moto Cross (BMX) Venue,Point(116.21722222 39.91361111),NA,NA,NA,NA,18,NA,116.21722222,39.91361111,116.372224957549,39.9274890692239,8.278673408047693,temporary,Temporary,NA,in use (repurposed),in use,FALSE,NA,6.9720493725108295,9.21589272907324,2.22771858486054,recent,Asia,0.3497536945812808,-0.5498286463736879,Laoshan Bicycle Moto Cross (BMX) Venue Beijing,train,NA,NA,1,9.629029932943677,0,6.9720493725108295,0,9.21589272907324,0,2.22771858486054,1,6.5,0,18,1,41.5,0,0.3497536945812808,0,-0.5498286463736879,0,0.9973934723481416,0,9.464987628272784,1,0.6666666666666666,1,-0.37546740179326576
Hong Kong Olympic Equestrian Venue (Beas River),Existing,"Eventing, dressage,
jumping",In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,0.9973934723481416,9.464987628272784,2001,0,Equestrian events at the 2008 Summer Olympics,Olympic sports discipline event,http://www.wikidata.org/entity/Q641933,equestrian at the 2008 Summer Olympics,NA,NA,NA,NA,NA,18,NA,NA,NA,116.372224957549,39.9274890692239,NA,existing,Existing,0,in use,in use,FALSE,NA,6.9720493725108295,9.21589272907324,NA,recent,Asia,0.3497536945812808,-0.5498286463736879,Hong Kong Olympic Equestrian Venue (Beas River) Beijing,train,NA,NA,1,9.629029932943677,0,6.9720493725108295,0,9.21589272907324,1,1.8755179261162138,1,6.5,0,18,1,41.5,0,0.3497536945812808,0,-0.5498286463736879,0,0.9973934723481416,0,9.464987628272784,1,0.6666666666666666,1,-0.37546740179326576
Shanghai Stadium,Existing,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,0.9973934723481416,9.464987628272784,2001,0,Shanghai Stadium,stadium,http://www.wikidata.org/entity/Q739528,Shanghai Stadium,Point(121.437278 31.1835),80000,1997,P571,11,18,29,121.437278,31.1835,116.372224957549,39.9274890692239,668.3143260498473,existing,Existing,0,in use,in use,FALSE,11.289794413577894,6.9720493725108295,9.21589272907324,6.5062537944044125,recent,Asia,0.3497536945812808,-0.5498286463736879,Shanghai Stadium Beijing,train,1.2825578201368384,1,0,11.289794413577894,0,6.9720493725108295,0,9.21589272907324,0,6.5062537944044125,0,11,0,18,0,29,0,0.3497536945812808,0,-0.5498286463736879,0,0.9973934723481416,0,9.464987628272784,0,1,0,1.2825578201368384
Qingdao Olympic Sailing Centre,New build,Sailing,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,0.9973934723481416,9.464987628272784,2001,0,Qingdao International Sailing Centre,sports venue; Chinese AAAAA-rated tourist attraction,http://www.wikidata.org/entity/Q1252041,Qingdao International Sailing Centre,Point(120.38611111 36.05694444),NA,NA,NA,NA,18,NA,120.38611111,36.05694444,116.372224957549,39.9274890692239,345.68422418296814,new build,New,1,in use,in use,FALSE,NA,6.9720493725108295,9.21589272907324,5.848414348866448,recent,Asia,0.3497536945812808,-0.5498286463736879,Qingdao Olympic Sailing Centre Beijing,test,NA,NA,1,9.629029932943677,0,6.9720493725108295,0,9.21589272907324,0,5.848414348866448,1,6.5,0,18,1,41.5,0,0.3497536945812808,0,-0.5498286463736879,0,0.9973934723481416,0,9.464987628272784,1,0.6666666666666666,1,-0.37546740179326576
Qinhuangdao Olympic Sports Centre Stadium,New build,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,0.9973934723481416,9.464987628272784,2001,0,Beijing National Stadium,stadium,http://www.wikidata.org/entity/Q133525,Beijing National Stadium,NA,NA,NA,NA,NA,18,NA,NA,NA,116.372224957549,39.9274890692239,NA,new build,New,1,in use,in use,FALSE,NA,6.9720493725108295,9.21589272907324,NA,recent,Asia,0.3497536945812808,-0.5498286463736879,Qinhuangdao Olympic Sports Centre Stadium Beijing,train,NA,NA,1,9.629029932943677,0,6.9720493725108295,0,9.21589272907324,1,1.8755179261162138,1,6.5,0,18,1,41.5,0,0.3497536945812808,0,-0.5498286463736879,0,0.9973934723481416,0,9.464987628272784,1,0.6666666666666666,1,-0.37546740179326576
Tianjin Olympic Centre Stadium,New build,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,0.9973934723481416,9.464987628272784,2001,0,Tianjin Olympic Centre,stadium,http://www.wikidata.org/entity/Q834369,Tianjin Olympic Center Stadium,Point(117.169389 39.073444),60000,2007,P1619,1,18,19,117.169389,39.073444,116.372224957549,39.9274890692239,72.80137941589228,new build,New,1,in use,in use,FALSE,11.002116507732016,6.9720493725108295,9.21589272907324,4.301377422704,recent,Asia,0.3497536945812808,-0.5498286463736879,Tianjin Olympic Centre Stadium Beijing,train,0.6763863415373086,0.8333333333333334,0,11.002116507732016,0,6.9720493725108295,0,9.21589272907324,0,4.301377422704,0,1,0,18,0,19,0,0.3497536945812808,0,-0.5498286463736879,0,0.9973934723481416,0,9.464987628272784,0,0.8333333333333334,0,0.6763863415373086
Shenyang Olympic Stadium,New build,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,0.9973934723481416,9.464987628272784,2001,0,Shenyang Olympic Sports Centre Stadium,stadium,http://www.wikidata.org/entity/Q854018,Shenyang Olympic Sports Center Stadium,Point(123.457484 41.739037),60000,2007,P1619,1,18,19,123.457484,41.739037,116.372224957549,39.9274890692239,391.2691573757163,new build,New,1,in use,in use,FALSE,11.002116507732016,6.9720493725108295,9.21589272907324,5.971948230129168,recent,Asia,0.3497536945812808,-0.5498286463736879,Shenyang Olympic Stadium Beijing,train,0.6763863415373086,0.8333333333333334,0,11.002116507732016,0,6.9720493725108295,0,9.21589272907324,0,5.971948230129168,0,1,0,18,0,19,0,0.3497536945812808,0,-0.5498286463736879,0,0.9973934723481416,0,9.464987628272784,0,0.8333333333333334,0,0.6763863415373086
Whistler Creekside,Existing,Alpine skiing,In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,0.96441523118767,0.879518957940558,2003,0,Whistler Blackcomb,ski resort; public company,http://www.wikidata.org/entity/Q1206060,Whistler Blackcomb,NA,NA,NA,NA,NA,16,NA,NA,NA,-123.041037806083,49.2459167118132,NA,existing,Existing,0,in use,in use,FALSE,NA,10.250719894798015,7.125308835346673,NA,recent,Americas,0.8743961352657005,1.1423412365578784,Whistler Creekside Vancouver,train,NA,NA,1,9.629029932943677,0,10.250719894798015,0,7.125308835346673,1,1.8755179261162138,1,6.5,0,16,1,41.5,0,0.8743961352657005,0,1.1423412365578784,0,0.96441523118767,0,0.879518957940558,1,0.6666666666666666,1,-0.37546740179326576
Cypress Mountain – Snowboard Stadium – Freestyle Skiing Stadium,New build,Snowboard and freestyle skiing,In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,0.96441523118767,0.879518957940558,2003,0,2010 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9674,2010 Winter Olympics,NA,NA,NA,NA,NA,16,NA,NA,NA,-123.041037806083,49.2459167118132,NA,new build,New,1,in use,in use,FALSE,NA,10.250719894798015,7.125308835346673,NA,recent,Americas,0.8743961352657005,1.1423412365578784,Cypress Mountain – Snowboard Stadium – Freestyle Skiing Stadium Vancouver,test,NA,NA,1,9.629029932943677,0,10.250719894798015,0,7.125308835346673,1,1.8755179261162138,1,6.5,0,16,1,41.5,0,0.8743961352657005,0,1.1423412365578784,0,0.96441523118767,0,0.879518957940558,1,0.6666666666666666,1,-0.37546740179326576
Richmond Olympic Oval,New build,Speed skating,In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,0.96441523118767,0.879518957940558,2003,0,Richmond Olympic Oval,stadium,http://www.wikidata.org/entity/Q744568,Richmond Olympic Oval,Point(-123.151389 49.174722),8000,2008,P1619,2,16,18,-123.151389,49.174722,-123.041037806083,49.2459167118132,7.008398301954428,new build,New,1,in use,in use,FALSE,8.987321812850125,10.250719894798015,7.125308835346673,2.0804907787823232,recent,Americas,0.8743961352657005,1.1423412365578784,Richmond Olympic Oval Vancouver,test,-1.0121045556850263,0,0,8.987321812850125,0,10.250719894798015,0,7.125308835346673,0,2.0804907787823232,0,2,0,16,0,18,0,0.8743961352657005,0,1.1423412365578784,0,0.96441523118767,0,0.879518957940558,0,0,0,-1.0121045556850263
Whistler Olympic Park – Cross-Country Skiing Stadium – Biathlon Stadium – Ski Jumps,New build,"Cross-country skiing
and Nordic combined,
Biathlon, Ski jumping and Nordic combined",In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,0.96441523118767,0.879518957940558,2003,0,Whistler Olympic Park,stadium,http://www.wikidata.org/entity/Q750571,Whistler Olympic Park,Point(-123.119 50.1353),NA,NA,NA,NA,16,NA,-123.119,50.1353,-123.041037806083,49.2459167118132,61.618265879725946,new build,New,1,in use,in use,FALSE,NA,10.250719894798015,7.125308835346673,4.137057022760511,recent,Americas,0.8743961352657005,1.1423412365578784,Whistler Olympic Park – Cross-Country Skiing Stadium – Biathlon Stadium – Ski Jumps Vancouver,test,NA,NA,1,9.629029932943677,0,10.250719894798015,0,7.125308835346673,0,4.137057022760511,1,6.5,0,16,1,41.5,0,0.8743961352657005,0,1.1423412365578784,0,0.96441523118767,0,0.879518957940558,1,0.6666666666666666,1,-0.37546740179326576
Han River Regatta Course,New build,"Rowing, canoe sprint",In use,1988,Seoul,NA,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,0.9990267639902676,15.3788723271916,1981,0,Han River (Korea),river,http://www.wikidata.org/entity/Q55500,Han River,NA,NA,NA,NA,NA,38,NA,NA,NA,126.948537460265,37.4974757609934,NA,new build,New,1,in use,in use,FALSE,NA,7.559777187858239,9.44305992666603,NA,postwar,Asia,0.5617283950617284,-0.348951742565774,Han River Regatta Course Seoul,test,NA,NA,1,9.629029932943677,0,7.559777187858239,0,9.44305992666603,1,1.8755179261162138,1,6.5,0,38,1,41.5,0,0.5617283950617284,0,-0.348951742565774,0,0.9990267639902676,0,15.3788723271916,1,0.6666666666666666,1,-0.37546740179326576
Palace of Sports,Existing,"Artistic gymnastics, judo",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,NA,NA,Dmitry Bivol,human,http://www.wikidata.org/entity/Q18236558,Dmitry Bivol,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,NA,NA,postwar,Europe,NA,NA,Palace of Sports Moscow,test,NA,NA,1,9.629029932943677,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,46,1,41.5,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
Suwon Gymnasium,New build,Handball,In use,1988,Seoul,NA,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,0.9990267639902676,15.3788723271916,1981,0,Suwon Sports Complex,sports venue,http://www.wikidata.org/entity/Q483975,Suwon Sports Complex,Point(127.011315 37.297746),24670,1971,P1619,17,38,55,127.011315,37.297746,126.948537460265,37.4974757609934,14.239679622696334,new build,New,1,in use,in use,FALSE,10.113383743764707,7.559777187858239,9.44305992666603,2.7239025279047455,postwar,Asia,0.5617283950617284,-0.348951742565774,Suwon Gymnasium Seoul,train,0.2970436028878403,0.8,0,10.113383743764707,0,7.559777187858239,0,9.44305992666603,0,2.7239025279047455,0,17,0,38,0,55,0,0.5617283950617284,0,-0.348951742565774,0,0.9990267639902676,0,15.3788723271916,0,0.8,0,0.2970436028878403
Canada Olympic Park - Freestyle Area,New build,Freestyle skiing,In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,0.6272206724416385,-0.15190454730265454,1985,4,Canada Olympic Park,park; Olympic Park,http://www.wikidata.org/entity/Q473655,Canada Olympic Park,NA,NA,NA,NA,NA,38,NA,NA,NA,-114.140799889789,51.0532671181491,NA,new build,New,1,in use,in use,FALSE,NA,9.423840523971093,4.831006109613005,NA,postwar,Americas,0.9135802469135802,1.008822862217954,Canada Olympic Park - Freestyle Area Calgary,train,NA,NA,1,9.629029932943677,0,9.423840523971093,0,4.831006109613005,1,1.8755179261162138,1,6.5,0,38,1,41.5,0,0.9135802469135802,0,1.008822862217954,0,0.6272206724416385,0,-0.15190454730265454,1,0.6666666666666666,1,-0.37546740179326576
Canada Olympic Park - Ski Jumps,New build,"Nordic combined,
ski jumping,
freestyle skiing",In use (repurposed),1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,0.6272206724416385,-0.15190454730265454,1985,4,Canada Olympic Park,park; Olympic Park,http://www.wikidata.org/entity/Q473655,Canada Olympic Park,NA,NA,NA,NA,NA,38,NA,NA,NA,-114.140799889789,51.0532671181491,NA,new build,New,1,in use (repurposed),in use,FALSE,NA,9.423840523971093,4.831006109613005,NA,postwar,Americas,0.9135802469135802,1.008822862217954,Canada Olympic Park - Ski Jumps Calgary,test,NA,NA,1,9.629029932943677,0,9.423840523971093,0,4.831006109613005,1,1.8755179261162138,1,6.5,0,38,1,41.5,0,0.9135802469135802,0,1.008822862217954,0,0.6272206724416385,0,-0.15190454730265454,1,0.6666666666666666,1,-0.37546740179326576
