venue_id,stadium_id,stadium_name,city_name,country_name,tournament_id,tournament_year,award_year,opened_year,stadium_capacity,design_purpose,newly_built,current_status,status_detail,not_in_use_reason,wikipedia_link,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap
S-173,S-173,Gwangju World Cup Stadium,Gwangju,South Korea,WC-2002,2002,1996,2001,43000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Gwangju_World_Cup_Stadium,KOR,13864.9376534518,NA,1186.497,0.9651537698412699,0.9405653999332475,1996,0
S-174,S-174,Incheon Munhak Stadium,Incheon,South Korea,WC-2002,2002,1996,2002,52000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium,KOR,13864.9376534518,NA,18064.102,0.9997519841269841,18.474283307762775,1996,0
S-175,S-175,Jeonju World Cup Stadium,Jeonju,South Korea,WC-2002,2002,1996,2001,42000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium,KOR,13864.9376534518,NA,534.278,0.9191468253968254,0.26299154036450734,1996,0
S-176,S-176,Jeju World Cup Stadium,Seogwipo,South Korea,WC-2002,2002,1996,2001,42000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium,KOR,13864.9376534518,NA,NA,NA,NA,NA,NA
S-177,S-177,Seoul World Cup Stadium,Seoul,South Korea,WC-2002,2002,1996,2001,64000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Seoul_World_Cup_Stadium,KOR,13864.9376534518,NA,18064.102,0.9997519841269841,18.474283307762775,1996,0
S-178,S-178,Suwon World Cup Stadium,Suwon,South Korea,WC-2002,2002,1996,2001,43000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,KOR,13864.9376534518,NA,18064.102,0.9997519841269841,18.474283307762775,1996,0
S-179,S-179,Ulsan Munsu Football Stadium,Ulsan,South Korea,WC-2002,2002,1996,2001,44000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Ulsan_Munsu_Football_Stadium,KOR,13864.9376534518,NA,808.745,0.9484126984126984,0.5481283801595047,1996,0
S-180,S-180,Estadio Riazor,A Coruña,Spain,WC-1982,1982,1966,1944,34000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Riazor,ESP,915.62923367863,NA,238.717,0.8348040945993647,0.007326345571092791,1975,9
S-181,S-181,Estadio José Rico Pérez,Alicante,Spain,WC-1982,1982,1966,1974,33000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez,ESP,915.62923367863,NA,172.424,0.7582068478644547,-0.08283682906965256,1975,9
S-182,S-182,Camp Nou,Barcelona,Spain,WC-1982,1982,1966,1957,121000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Camp_Nou,ESP,915.62923367863,NA,2234.53,0.9890575361807271,2.7217733621379985,1975,9
S-183,S-183,Estadi de Sarrià,Barcelona,Spain,WC-1982,1982,1966,1923,40000,Single-purpose,Existing,not in use,demolished 1997,urban redevelopment,https://en.wikipedia.org/wiki/Sarrià_Stadium,ESP,915.62923367863,NA,2234.53,0.9890575361807271,2.7217733621379985,1975,9
S-184,S-184,Estadio San Mamés,Bilbao,Spain,WC-1982,1982,1966,1913,46000,Single-purpose,Existing,not in use,demolished 2013,replaced by successor stadium,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913),ESP,915.62923367863,NA,900.398,0.9622308506883163,0.9072593635286904,1975,9
S-185,S-185,Nuevo Estadio,Elche,Spain,WC-1982,1982,1966,1976,53000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero,ESP,915.62923367863,NA,83.299,0.4297564419343452,-0.20405314059359067,1975,9
S-186,S-186,Estadio El Molinón,Gijón,Spain,WC-1982,1982,1966,1908,45000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/El_Molinón,ESP,915.62923367863,NA,193.267,0.7876809036357219,-0.054488873040553644,1975,9
S-187,S-187,Estadio Santiago Bernabéu,Madrid,Spain,WC-1982,1982,1966,1947,90000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,ESP,915.62923367863,NA,2951.852,0.9924108718672785,3.6973820803985795,1975,9
S-188,S-188,Vicente Calderón,Madrid,Spain,WC-1982,1982,1966,1966,66000,Single-purpose,Existing,not in use,demolished 2019,replaced by successor stadium,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium,ESP,915.62923367863,NA,2951.852,0.9924108718672785,3.6973820803985795,1975,9
S-189,S-189,Estadio La Rosaleda,Málaga,Spain,WC-1982,1982,1966,1941,45000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,ESP,915.62923367863,NA,378.651,0.9038122132015531,0.19764649521250377,1975,9
S-190,S-190,Estadio Carlos Tartiere,Oviedo,Spain,WC-1982,1982,1966,1932,24000,Multi-purpose,Existing,not in use,demolished 2003,replaced by successor stadium,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),ESP,915.62923367863,NA,164.4,0.7444405224144017,-0.09375003730155247,1975,9
S-191,S-191,Estadio Benito Villamarín,Seville,Spain,WC-1982,1982,1966,1929,50000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,ESP,915.62923367863,NA,575.312,0.9373455700670668,0.46511938206365877,1975,9
S-192,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,WC-1982,1982,1966,1958,68000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Ramón_Sánchez_Pizjuán_Stadium,ESP,915.62923367863,NA,575.312,0.9373455700670668,0.46511938206365877,1975,9
S-193,S-193,Estadio Luis Casanova,Valencia,Spain,WC-1982,1982,1966,1923,50000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Mestalla_Stadium,ESP,915.62923367863,NA,936.706,0.9639957642075538,0.9566408147355475,1975,9
S-194,S-194,Estadio José Zorrilla,Valladolid,Spain,WC-1982,1982,1966,1982,30000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla,ESP,915.62923367863,NA,264.287,0.8573949876456054,0.0421033563499662,1975,9
S-195,S-195,Balaídos,Vigo,Spain,WC-1982,1982,1966,1928,33000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Bala%C3%ADdos,ESP,915.62923367863,NA,206.121,0.8035651253088598,-0.037006522764775784,1975,9
S-196,S-196,Estadio La Romareda,Zaragoza,Spain,WC-1982,1982,1966,1957,42000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/La_Romareda,ESP,915.62923367863,NA,446.172,0.9196964348746911,0.2894798368159576,1975,9
S-197,S-197,Ryavallen,Borås,Sweden,WC-1958,1958,1950,1941,15000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Ryavallen,SWE,NA,NA,50.436,0.005259642678243446,-0.2102350877803221,2025,75
S-198,S-198,Tunavallen,Eskilstuna,Sweden,WC-1958,1958,1950,1924,22000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Tunavallen,SWE,NA,NA,52.213,0.02980464184337953,-0.2088546995081377,2025,75
S-199,S-199,Strömvallen,Gävle,Sweden,WC-1995,1995,1993,1903,7000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Strömvallen,SWE,24389.8738124128,NA,NA,NA,NA,NA,NA
S-200,S-200,Ullevi,Gothenburg,Sweden,WC-1958,1958,1950,1958,54000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Ullevi,SWE,NA,NA,419.854,0.9129897635015884,0.2536854930663138,1975,25
S-201,S-201,Örjans Vall,Halmstad,Sweden,WC-1958,1958,1950,1922,15000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Örjans_Vall,SWE,NA,NA,NA,NA,NA,NA,NA
S-202,S-202,Olympia,Helsingborg,Sweden,WC-1958,1958,1950,1898,27000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),SWE,NA,NA,65.959,0.2515001764913519,-0.22763676855235743,1975,25
S-202,S-202,Olympia,Helsingborg,Sweden,WC-1995,1995,1993,1898,27000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),SWE,24389.8738124128,NA,67.341,0.1962413182622906,-0.22781509109628081,1993,0
S-203,S-203,Tingvalla IP,Karlstad,Sweden,WC-1995,1995,1993,1919,5000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Tingvalla_IP,SWE,24389.8738124128,NA,NA,NA,NA,NA,NA
S-204,S-204,Malmö Stadion,Malmö,Sweden,WC-1958,1958,1950,1958,30000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Malmö_Stadion,SWE,NA,NA,220.628,0.8198023296858454,-0.017275975429260865,1975,25
S-205,S-205,Idrottsparken,Norrköping,Sweden,WC-1958,1958,1950,1903,20000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Nya_Parken,SWE,NA,NA,73.811,0.34468761030709494,-0.21695749250090202,1975,25
S-206,S-206,Eyravallen,Örebro,Sweden,WC-1958,1958,1950,1923,13000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Behrn_Arena,SWE,NA,NA,67.835,0.2751500176491352,-0.22508527570053238,1975,25
S-207,S-207,Jernvallen,Sandviken,Sweden,WC-1958,1958,1950,1938,20000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Jernvallen,SWE,NA,NA,NA,NA,NA,NA,NA
S-208,S-208,Råsunda Stadium,Solna,Sweden,WC-1958,1958,1950,1937,52000,Single-purpose,Existing,not in use,demolished 2013,replaced by successor stadium,https://en.wikipedia.org/wiki/Råsunda_Stadium,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,25
S-208,S-208,Råsunda Stadium,Solna,Sweden,WC-1995,1995,1993,1937,52000,Single-purpose,Existing,not in use,demolished 2013,replaced by successor stadium,https://en.wikipedia.org/wiki/Råsunda_Stadium,SWE,24389.8738124128,NA,899.689,0.9516546370693177,0.653132597638571,1993,0
S-209,S-209,Rimnersvallen,Uddevalla,Sweden,WC-1958,1958,1950,1923,18000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Rimnersvallen,SWE,NA,NA,NA,NA,NA,NA,NA
S-210,S-210,Arosvallen,Västerås,Sweden,WC-1958,1958,1950,1932,10000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Arosvallen,SWE,NA,NA,81.066,0.408224496999647,-0.20709017872691973,1975,25
S-210,S-210,Arosvallen,Västerås,Sweden,WC-1995,1995,1993,1932,10000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Arosvallen,SWE,24389.8738124128,NA,86.835,0.38785237641291026,-0.20718286245610004,1993,0
S-211,S-211,St. Jakob Stadium,Basel,Switzerland,WC-1954,1954,1946,1954,55000,Single-purpose,New,in use,rebuilt 2001,NA,https://en.wikipedia.org/wiki/St._Jakob_Stadium,CHE,NA,NA,222.185,0.8208612777973879,-0.015158345167911372,1975,29
S-212,S-212,Wankdorf Stadium,Bern,Switzerland,WC-1954,1954,1946,1954,65000,Single-purpose,New,in use,rebuilt 2005,NA,https://en.wikipedia.org/wiki/Wankdorf_Stadium,CHE,NA,NA,186.898,0.7799152841510766,-0.06315116407108337,1975,29
S-213,S-213,Charmilles Stadium,Geneva,Switzerland,WC-1954,1954,1946,1930,36000,Multi-purpose,Existing,not in use,demolished 2012,replaced by successor stadium,https://en.wikipedia.org/wiki/Charmilles_Stadium,CHE,NA,NA,220.138,0.8194493469819979,-0.017942410129364397,1975,29
S-214,S-214,Stade Olympique de la Pontaise,Lausanne,Switzerland,WC-1954,1954,1946,1954,50000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_Olympique_de_la_Pontaise,CHE,NA,NA,163.285,0.7421461348393928,-0.09526651626199222,1975,29
S-215,S-215,Cornaredo Stadium,Lugano,Switzerland,WC-1954,1954,1946,1951,36000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Cornaredo_Stadium,CHE,NA,NA,54.777,0.07571478997529121,-0.24284508042288397,1975,29
S-216,S-216,Hardturm Stadium,Zürich,Switzerland,WC-1954,1954,1946,1929,35000,Single-purpose,Existing,not in use,demolished 2008,replaced by successor stadium,https://en.wikipedia.org/wiki/Hardturm,CHE,NA,NA,246.287,0.8418637486763149,0.017622081652284495,1975,29
S-217,S-217,Foxboro Stadium,Boston,United States,WC-1999,1999,1996,1971,59000,Multi-purpose,Existing,not in use,demolished 2002,replaced by successor stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,USA,29967.7127181749,NA,1385.131,0.970734126984127,1.1469212497652475,1996,0
S-218,S-218,Home Depot Center,Carson,United States,WC-2003,2003,2003,2003,28000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,USA,39490.3023903176,NA,11324.694,0.9975067996373527,10.307857847006368,2003,0
S-219,S-219,Soldier Field,Chicago,United States,WC-1994,1994,1988,1924,65000,Multi-purpose,Existing,in use,rebuilt 2003,NA,https://en.wikipedia.org/wiki/Soldier_Field,USA,21417.0119305191,NA,3448.685,0.9924321115892566,3.5766818727110374,1988,0
S-219,S-219,Soldier Field,Chicago,United States,WC-1999,1999,1996,1924,65000,Multi-purpose,Existing,in use,rebuilt 2003,NA,https://en.wikipedia.org/wiki/Soldier_Field,USA,29967.7127181749,NA,3641.935,0.9923115079365079,3.491457972200765,1996,0
S-220,S-220,Columbus Crew Stadium,Columbus,United States,WC-2003,2003,2003,1999,23000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Mapfre_Stadium,USA,39490.3023903176,NA,268.597,0.8153898458748867,-0.030744131953537167,2003,0
S-221,S-221,Cotton Bowl,Dallas,United States,WC-1994,1994,1988,1930,64000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Cotton_Bowl_(stadium),USA,21417.0119305191,NA,321.18,0.8605134292921799,0.05770926129732553,1988,0
S-222,S-222,Giants Stadium,East Rutherford,United States,WC-1994,1994,1988,1976,76000,Multi-purpose,Existing,not in use,demolished 2010,replaced by successor stadium,https://en.wikipedia.org/wiki/Giants_Stadium,USA,21417.0119305191,NA,11967.62,0.998516100311619,13.161926002908647,1988,0
S-217,S-223,Foxboro Stadium,Foxborough,United States,WC-1994,1994,1988,1971,54000,Multi-purpose,Existing,not in use,demolished 2002,replaced by successor stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,USA,21417.0119305191,NA,1236.769,0.9672058168867784,1.0879018954615136,1988,0
S-224,S-224,Gillette Stadium,Foxborough,United States,WC-2003,2003,2003,2002,68000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Gillette_Stadium,USA,39490.3023903176,NA,1490.294,0.9698549410698096,1.1116697797450832,2003,0
S-225,S-225,Rose Bowl,Los Angeles,United States,WC-1999,1999,1996,1922,96000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),USA,29967.7127181749,NA,10800.24,0.9977678571428571,10.928040388260724,1996,0
S-222,S-226,Giants Stadium,New York City,United States,WC-1999,1999,1996,1976,78000,Multi-purpose,Existing,not in use,demolished 2010,replaced by successor stadium,https://en.wikipedia.org/wiki/Giants_Stadium,USA,29967.7127181749,NA,12636.447,0.9982638888888888,12.83562950166763,1996,0
S-227,S-227,Citrus Bowl,Orlando,United States,WC-1994,1994,1988,1936,62000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Citrus_Bowl_(stadium),USA,21417.0119305191,NA,58.78,0.13537117903930132,-0.22302082047185476,2000,12
S-225,S-228,Rose Bowl,Pasadena,United States,WC-1994,1994,1988,1922,94000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),USA,21417.0119305191,NA,9854.198,0.9973289805609141,10.783968450687565,1988,0
S-229,S-229,Lincoln Financial Field,Philadelphia,United States,WC-2003,2003,2003,2003,70000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,USA,39490.3023903176,NA,2065.194,0.9790344514959202,1.6492611447361871,2003,0
S-230,S-230,Pontiac Silverdome,Pontiac,United States,WC-1994,1994,1988,1975,78000,Multi-purpose,Existing,not in use,demolished 2017,abandoned before demolition,https://en.wikipedia.org/wiki/Pontiac_Silverdome,USA,21417.0119305191,NA,950.673,0.9559281792550823,0.7659954594254346,1988,0
S-231,S-231,Civic Stadium,Portland,United States,WC-1999,1999,1996,1926,27000,Multi-purpose,Existing,in use,NA,NA,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)",USA,29967.7127181749,NA,554.56,0.9221230158730159,0.28406199832383255,1996,0
S-231,S-232,PGE Park,Portland,United States,WC-2003,2003,2003,1926,28000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Providence_Park,USA,39490.3023903176,NA,797.957,0.9429963735267453,0.46426259090555283,2003,0
S-233,S-233,Stanford Stadium,San Fransisco,United States,WC-1999,1999,1996,1921,85000,Multi-purpose,Existing,in use,rebuilt 2006,NA,https://en.wikipedia.org/wiki/Stanford_Stadium,USA,29967.7127181749,NA,2760.657,0.9877232142857143,2.57592049811151,1996,0
S-234,S-234,Spartan Stadium,San Jose,United States,WC-1999,1999,1996,1933,26000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose),USA,29967.7127181749,NA,2760.657,0.9877232142857143,2.57592049811151,1996,0
S-233,S-235,Stanford Stadium,Stanford,United States,WC-1994,1994,1988,1921,84000,Multi-purpose,Existing,in use,rebuilt 2006,NA,https://en.wikipedia.org/wiki/Stanford_Stadium,USA,21417.0119305191,NA,2571.313,0.9884255824306277,2.589489833682716,1988,0
S-236,S-236,Jack Kent Cooke Stadium,"Washington, D.C.",United States,WC-1999,1999,1996,1997,80000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,USA,29967.7127181749,NA,1619.831,0.9750744047619048,1.39074515682834,1996,0
S-237,S-237,RFK Stadium,"Washington, D.C.",United States,WC-1994,1994,1988,1961,53000,Multi-purpose,Existing,not in use,demolished 2023,abandoned before demolition,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,USA,21417.0119305191,NA,1354.572,0.9701736162635406,1.2204502145025282,1988,0
S-237,S-237,RFK Stadium,"Washington, D.C.",United States,WC-2003,2003,2003,1961,53000,Multi-purpose,Existing,not in use,demolished 2023,abandoned before demolition,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,USA,39490.3023903176,NA,2068.634,0.9793744333635539,1.6524779029473011,2003,0
S-238,S-238,Estadio Centenario,Montevideo,Uruguay,WC-1930,1930,1929,1930,90000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Centenario,URY,NA,NA,1353.187,0.9772326156018355,1.523084468478058,1975,46
S-239,S-239,Estadio Gran Parque Central,Montevideo,Uruguay,WC-1930,1930,1929,1900,20000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Gran_Parque_Central,URY,NA,NA,1353.187,0.9772326156018355,1.523084468478058,1975,46
S-240,S-240,Estadio Pocitos,Montevideo,Uruguay,WC-1930,1930,1929,1921,10000,Multi-purpose,Existing,not in use,demolished ~1940,urban redevelopment,https://en.wikipedia.org/wiki/Estadio_Pocitos,URY,NA,NA,1353.187,0.9772326156018355,1.523084468478058,1975,46
