venue_name,venue_classification,use_at_games,current_status,games_year,host_city,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap
"Dynamo Palace
of Sports",New build,Handball,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
"Krylatskoye Cycling
Circuit",New build,Cycling (road),In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Indoor Stadium,New build,"Basketball, boxing",Not in use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Wrestling Hall,New build,Wrestling,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Fencing Hall,New build,"Fencing, modern
pentathlon (fencing)",In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Palace of Sports (CSKA),New build,Basketball,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Izmailovo Sports Palace,New build,Weightlifting,In use (rebuilt),1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Archery Field,New build,Archery,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Olympic Village,New build,Athlete accommodation,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
"Moscow-Minsk
Highway",Temporary,Cycling (road),Dismantled (temporary),1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Kirov Stadium,Existing,Football,In use (rebuilt),1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Republican Stadium,Existing,Football,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Dynamo Stadium,Existing,Football,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Dynamo Shooting Range,Existing,"Shooting, modern
pentathlon (shooting)",Not in use (demolished),1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Olympic Yachting Centre,New build,Sailing,In use,1980,Moscow,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA
Santa Anita Park,Existing,"Eventing, dressage,
jumping",In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Weingart Stadium,Existing,Hockey,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Pauley Pavilion,Existing,"Artistic gymnastics,
rhythmic gymnastics",In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
"Los Angeles
Memorial Coliseum",Existing,"Athletics, Opening and
Closing Ceremonies",In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Albert Gersten Pavilion,Existing,Weightlifting,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Eagle’s Nest Arena,Existing,Judo,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
El Dorado Park,Existing,Archery,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Rose Bowl,Existing,Football,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Long Beach Sports Arena,Existing,Volleyball,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
The Forum,Existing,"Basketball, handball",In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
"Exhibition Hall, Long
Beach Convention and
Entertainment Center",Existing,Fencing,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
"Los Angeles Memorial
Sports Arena",Existing,Boxing,Not in use (demolished),1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Olympic Village USC,Mixed: existing/new build,Athlete accommodation,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Olympic Village UCLA,Mixed: existing/new build,Athlete accommodation,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Olympic Swim Stadium,New build,"Swimming, diving, artistic
swimming",In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Olympic Velodrome,New build,Cycling (track),Not in use (demolished),1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Olympic Harbor,Temporary,Sailing,Dismantled (temporary),1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Titan Gymnasium,Existing,Handball,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
"Anaheim Convention
Center",Existing,Wrestling,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Coto de Caza,Existing,Modern pentathlon,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
"Heritage Park Aquatic
Center",Existing,"Modern pentathlon
(swimming)",In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
"Raleigh Runnels
Memorial Pool",Existing,Water polo,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Stanford Stadium,Existing,Football,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Harvard Stadium,Existing,Football,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
"Navy-Marine Corps
Memorial Stadium",Existing,Football,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Olympic Shooting Range,New build,Shooting,In use,1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Fairbanks Ranch,Temporary,Eventing,Dismantled (temporary),1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Lake Casitas,Temporary,"Rowing, canoe sprint",Dismantled (temporary),1984,Los Angeles,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0
Olympic Stadium,Existing,"Athletics, football,
equestrian (jumping),
Opening and Closing
Ceremonies",Not in use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Jamsil Indoor
Swimming Pool",Existing,"Diving, water polo",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Jamsil Gymnasium,Existing,Volleyball,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Jamsil Students’
Gymnasium",Existing,Boxing,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Changchung
Gymnasium",Existing,"Judo, taekwondo",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Taenung International
Shooting Range",Existing,"Shooting, modern
pentathlon (shooting)",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Tongdaemun Stadium,Existing,Football,Not in use (demolished),1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Seongnam Stadium,Existing,Hockey,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Pusan Stadium,Existing,Football,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Pusan Yachting Center,Existing,Sailing,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Taegu Stadium,Existing,Football,In use (rebuilt),1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Taejon Stadium,Existing,Football,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Kwangju Stadium,Existing,Football,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Saemaul Sports Hall,Existing,Volleyball,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Seoul Equestrian Park,New build,"Jumping, dressage,
eventing, modern
pentathlon (equestrian)",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Wondang Ranch,New build,Eventing,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Olympic Gymnastics Hall,New build,"Artistic gymnastics, rhythmic gymnastics,
handball",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Olympic Indoor
Swimming Pool",New build,"Artistic swimming, water
polo, modern pentathlon
(swimming)",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Olympic Tennis Courts
(Olympic Tennis Centre)",New build,Tennis,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Olympic Velodrome,New build,Cycling (track),In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Hanyang University
Gymnasium",New build,Volleyball,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Olympic Fencing
Stadium (Handball
Stadium)",New build,"Fencing, modern
pentathlon (fencing)",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Seoul National
University Gymnasium",New build,Table tennis,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Olympic Weightlifting
Gymnasium",New build,Weightlifting,In use (repurposed),1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Seoul Olympic Village,New build,Athlete accommodation,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Han River Regatta Course,New build,"Rowing, canoe sprint",In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Sangmu Gymnasium,New build,Wrestling,Not in use (demolished),1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Suwon Gymnasium,New build,Handball,In use,1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Hwarang Archery Field,Temporary,Archery,Dismantled (temporary),1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Tongil-ro Cycling Circuit,Temporary,Cycling (road),Dismantled (temporary),1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
"Olympic Park Cross-Country
Course",Temporary,"Modern pentathlon
(running)",Dismantled (temporary),1988,Seoul,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0
Real Club de Polo,Existing,"Eventing, dressage,
jumping, modern
pentathlon (equestrian)",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Velòdrom,Existing,Cycling (track),In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Estació del Nord
Sports Hall",Existing,Table tennis,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
FC Barcelona Stadium,Existing,Football,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Olympic Stadium,Existing,"Athletics, Opening and
Closing Ceremonies",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Bernat Picornell
Swimming Pool",Existing,"Swimming, artistic
swimming, water polo,
modern pentathlon
(swimming)",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Palau Blaugrana,Existing,"Judo, taekwondo,
roller hockey",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Palau de la Metal-lúrgia,Existing,"Fencing, modern
pentathlon (fencing)",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Palau d’Esports,
Barcelona",Existing,"Rhythmic gymnastics,
volleyball",Not in use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"RCD Espanyol Stadium
(Estadi de Sarrià)",Existing,Football,Not in use (demolished),1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Palau Sant Jordi,New build,"Artistic gymnastics,
handball, volleyball",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Montjuïc Swimming Pool,New build,"Diving, water polo",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Tennis de la Vall
d’Hebron",New build,Tennis,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Olympic Harbour,New build,Sailing,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Institut Nacional
d’Educació Física de
Catalunya (INEFC)",New build,Wrestling,In use (repurposed),1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Pavelló l’Espanya
Industrial",New build,Weightlifting,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Pavelló de la Mar Bella,New build,Badminton,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Cross-country Circuit,New build,"Modern pentathlon
(running)",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Pavelló de la Vall
d’Hebron",New build,Volleyball,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Olympic Village,New build,Athlete accommodation,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Archery Field,Temporary,Archery,Dismantled (temporary),1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Marathon circuit,Temporary,Marathon,Dismantled (temporary),1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Walking circuit,Temporary,Race walking,Dismantled (temporary),1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Luis Casanova
Stadium, Valencia",Existing,Football,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
A-17 cycling circuit,Existing,Cycling (road),In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"El Montanyà
Equestrian Centre",Existing,Eventing,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Pavelló Club Joventut,
Badalona",Existing,Boxing,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Viladecans Baseball
Stadium",Existing,Baseball,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Nova Creu Alta
Stadium, Sabadell",Existing,Football,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"La Romareda Stadium,
Zaragoza",Existing,Football,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Banyoles Lake,Existing,Rowing,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Palau d’Esports, Badalona",New build,Basketball,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Castelldefels Olympic
Canal",New build,Canoe sprint,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Palau d’Esports,
Granollers",New build,Handball,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"L’Hospitalet Baseball
Stadium",New build,Baseball,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Parc del Segre,
La Seu d’Urgell",New build,Canoe slalom,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Terrassa Hockey
Stadium",New build,Hockey,In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
Mollet Shooting Range,New build,"Shooting, modern
pentathlon (shooting)",In use,1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Sant Sadurní cycling
circuit",Temporary,Cycling (road),Dismantled (temporary),1992,Barcelona,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0
"Clark Atlanta
University Stadium",Existing,Hockey,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Alexander Memorial
Coliseum",Existing,Boxing,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Georgia State
University Gymnasium",Existing,Badminton,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Georgia World
Congress Center (Halls D, E, F, G, H)",Existing,"Table tennis, weightlifting,
fencing, handball, wrestling, judo, modern
pentathlon (fencing)",In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Georgia Dome,Existing,"Artistic gymnastics,
basketball, handball",Not in use (demolished),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Omni Coliseum,Existing,Volleyball,In use (rebuilt),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Alonzo Herndon
Stadium",Existing,Hockey,Not in use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Atlanta Fulton County
Stadium",Existing,Baseball,Not in use (demolished),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Atlanta Olympic Village,"Mixed:
existing/new build",Athlete accommodation,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Georgia International
Horse Park",New build,"Dressage, eventing,
jumping, mountain bike,
modern pentathlon
(equestrian)",In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Olympic Stadium,New build,"Athletics, Opening and
Closing Ceremonies",In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Georgia Tech Aquatic
Center",New build,"Swimming, diving, artistic
swimming, water polo, modern pentathlon (swimming)",In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Morehouse College,New build,Basketball,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Wolf Creek Shooting
Complex",New build,Shooting,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Atlanta Beach,New build,Beach volleyball,In use (repurposed),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Stone Mountain Park
Tennis Center",New build,Tennis,Not in use (demolished),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Stone Mountain
Park Velodrome",Temporary,Cycling (track),Dismantled (temporary),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Stone Mountain Park
Archery Center",Temporary,Archery,Dismantled (temporary),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Buckhead Cycling Course,Temporary,Cycling (road),Dismantled (temporary),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Rushcutters Bay,Existing,Sailing,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
State Sports Centre,Existing,"Table tennis,
taekwondo",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney Convention and
Exhibition Centre",Existing,"Weightlifting, wrestling,
judo, fencing, boxing",In use (rebuilt),2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney Football
Stadium",Existing,Football,In use (rebuilt),2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney Entertainment
Centre",Existing,Volleyball,Not in use (demolished),2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney International
Equestrian Centre",New build,"Eventing, dressage,
jumping",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
State Hockey Centre,New build,Hockey,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Sydney Superdome,New build,"Artistic gymnastics,
trampoline gymnastics,
basketball",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Florida Citrus Bowl,Existing,Football,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Golden Park,Existing,Softball,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Legion Field,Existing,Football,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Orange Bowl,Existing,Football,In use (rebuilt),1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"Robert F. Kennedy
Memorial Stadium",Existing,Football,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Sanford Stadium,Existing,Football,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Wassaw Sound,Existing,Sailing,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
"University of Georgia
Coliseum",Existing,"Rhythmic gymnastics,
volleyball",In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Lake Lanier,New build,"Rowing, canoe sprint",In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Ocoee Whitewater Center,New build,Canoe slalom,In use,1996,Atlanta,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5
Dome,New build,"Basketball, handball",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Exhibition Complex
(Pavilions 2, 3, 4)",New build,"Rhythmic gymnastics,
handball, badminton,
volleyball, modern
pentathlon (fencing,
shooting)",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Olympic Stadium,New build,"Athletics, football,
Opening and Closing
Ceremonies",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Dunc Gray Velodrome,New build,Cycling (track),In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney International
Regatta Centre",New build,"Rowing, canoe sprint",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Ryde Aquatic
Leisure Centre",New build,Water polo,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney International
Aquatic Centre",New build,"Swimming, diving, artistic
swimming, water polo, modern pentathlon (swimming)",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"New South Wales
Tennis Centre",New build,Tennis,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Penrith Whitewater
Stadium",New build,Canoe slalom,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Baseball Stadium,New build,"Baseball, modern
pentathlon (equestrian,
running)",In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Blacktown Baseball
Centre",New build,Baseball,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Mountain Bike Course,New build,Mountain bike,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Softball Centre,New build,Softball,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney International
Archery Park",New build,Archery,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Sydney International
Shooting Centre",New build,Shooting,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Sydney Olympic Village,New build,Athlete accommodation,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Beach Volleyball Centre,Temporary,Beach volleyball,Dismantled (temporary),2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Centennial Parklands,Temporary,Cycling (road),Dismantled (temporary),2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Sydney Opera House,Temporary,Triathlon,Dismantled (temporary),2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Brisbane Cricket Ground,Existing,Football,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Bruce Stadium,Existing,Football,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Hindmarsh Stadium,Existing,Football,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
"Melbourne Cricket
Ground",Existing,Football,In use,2000,Sydney,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0
Olympic Indoor Hall,Existing,"Artistic gymnastics,
trampoline gymnastics,
basketball",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Olympic Stadium,Existing,"Athletics, football,
Opening and Closing
Ceremonies",Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Olympic Aquatics Centre,Existing,"Swimming, diving, artistic
swimming, water polo",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Peace and Friendship
Stadium",Existing,Volleyball,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Olympic Velodrome,Existing,Cycling (track),In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Olympic Modern
Pentathlon Centre",Existing,"Modern pentathlon
(swimming, equestrian,
running)",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Panathenaic Stadium,Existing,Archery,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Karaiskakis Stadium,Existing,Football,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Markopoulo Olympic
Equestrian Centre",New build,"Eventing, dressage,
jumping",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Galatsi Olympic Hall,New build,"Rhythmic gymnastics,
table tennis",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Schinias Olympic Rowing
and Canoeing Centre",New build,"Rowing, canoe sprint",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Olympic Tennis Centre,New build,Tennis,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Agios Kosmas Olympic
Sailing Centre",New build,Sailing,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Ano Liosia Olympic Hall,New build,"Judo, wrestling",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Helliniko Fencing Hall,New build,Fencing,Not in use (demolished),2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
