venue_name,venue_classification,use_at_games,current_status,games_year,host_city,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap
Patscherkofel,New build,Alpine skiing,In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
Axamer Lizum,New build,Alpine skiing,In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
"Bobbahn und
Rodelbahn Igls",New build,"Bobsleigh, luge",In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
"Bergisel Ski Jump
(Bergiselschanze)",Existing,"Ski jumping, Opening
Ceremony",In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
"Messehalle
(Indoor Skating Rink)",Existing,Ice hockey,In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
"Olympic Speed Skating
Oval (Olympia
Eisschnellaufbahn)",New build,Speed skating,In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
Olympic Ice Stadium,New build,"Figure skating,
ice hockey, Closing
Ceremony",In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
"Innsbruck
Olympic Village",New build,Athlete accommodation,In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
"Piestewa Peak, KT-22
Mountain and Papoose
Peak",New build,Alpine skiing,In use,1960,Squaw Valley,United States,1955,exact,USA,NA,NA,NA,NA,NA
Olympic Village,New build,Athlete accommodation,In use,1960,Squaw Valley,United States,1955,exact,USA,NA,NA,NA,NA,NA
Blyth Memorial Ice Arena,New build,"Ice hockey, figure skating,
Opening and Closing
Ceremonies",Not in use (demolished),1960,Squaw Valley,United States,1955,exact,USA,NA,NA,NA,NA,NA
"Papoose Peak Olympic
Jumping Hill",New build,"Ski jumping, Nordic
combined",Not in use (demolished),1960,Squaw Valley,United States,1955,exact,USA,NA,NA,NA,NA,NA
East Rink,Temporary,Ice hockey,Dismantled (temporary),1960,Squaw Valley,United States,1955,exact,USA,NA,NA,NA,NA,NA
"Olympic Speed Skating
Oval",Temporary,Speed skating,Dismantled (temporary),1960,Squaw Valley,United States,1955,exact,USA,NA,NA,NA,NA,NA
McKinney Creek Stadium,Temporary,"Cross-country skiing,
Nordic combined",Dismantled (temporary),1960,Squaw Valley,United States,1955,exact,USA,NA,NA,NA,NA,NA
Bobsleigh Run,Existing,Bobsleigh,Not in use,1956,Cortina d’Ampezzo,Italy,1949,exact,ITA,NA,NA,NA,NA,NA
Ski Jump Italia,Existing,"Ski jumping, Nordic
combined",Not in use,1956,Cortina d’Ampezzo,Italy,1949,exact,ITA,NA,NA,NA,NA,NA
Apollonio Stadium,Existing,Ice hockey,In use,1956,Cortina d’Ampezzo,Italy,1949,exact,ITA,NA,NA,NA,NA,NA
"Tofana di Mezzo: the
Olympia, Canalone and
Col Druscié runs",Existing,Alpine skiing,In use,1956,Cortina d’Ampezzo,Italy,1949,exact,ITA,NA,NA,NA,NA,NA
"Monte Faloria: Ilio
Colli run",Existing,Alpine skiing,In use,1956,Cortina d’Ampezzo,Italy,1949,exact,ITA,NA,NA,NA,NA,NA
"Cortina d’Ampezzo
Olympic Ice Stadium",New build,"Ice hockey, figure skating,
Opening and Closing
Ceremonies",In use,1956,Cortina d’Ampezzo,Italy,1949,exact,ITA,NA,NA,NA,NA,NA
Snow Stadium,Temporary,"Cross-country skiing,
Nordic combined",Dismantled (temporary),1956,Cortina d’Ampezzo,Italy,1949,exact,ITA,NA,NA,NA,NA,NA
Ullevål Olympic Village,New build,Athlete accommodation,In use,1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Ila Olympic Village,New build,Athlete accommodation,In use,1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Korketrekken,Temporary (seasonal),Bobsleigh,Dismantled (seasonal),1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
"Sandvika Kadettangen
Stadium",Existing,Ice hockey,"In use
(repurposed)",1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
"Drammen Marienlyst
Stadium",Existing,Ice hockey,"In use
(repurposed)",1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Lillestrøm Stadium,Existing,Ice hockey,"In use
(repurposed)",1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Norefjell,Existing,Alpine skiing,In use,1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Dæhlenenga (Idrettspark),Existing,"Ice hockey, bandy
(demonstration sport)","In use
(repurposed)",1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Bislett Stadium,Existing,"Figure skating, speed skating, Opening and Closing Ceremonies,
bandy
(demonstration sport)",In use (repurposed,1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
"Holmenkollen Ski
Jumping Hill",Existing,"Ski jumping,
Nordic combined",In use,1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Rødkleiva,Existing,Alpine skiing,Not in use,1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Holmenkollen Cross-Country,Existing,"Cross-country skiing,
Nordic combined",In use (rebuilt),1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Jordal Amfi,New build,Ice hockey,In use (rebuilt),1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
Sogn Olympic Village,New build,Athlete accommodation,In use,1952,Oslo,Norway,1947,exact,NOR,NA,NA,439.924,1975,28
St .Moritz Olympic Stadium,Existing,"Figure skating, speed skating, ice hockey,
Opening and Closing
Ceremonies",In use,1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
"Olympiaschanze
St. Moritz",Existing,"Ski jumping,
Nordic combined",Not in use (demolished),1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
Skistadion,Existing,"Cross-country skiing,
Nordic combined",Not in use (demolished),1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
Kulm Hotel Skating Rink,Existing,Figure skating,In use,1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
Suvretta House Ice Rink,Existing,Ice hockey,In use,1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
Corviglia/Piz Nair,Existing,Alpine skiing,In use,1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
"St. Moritz Olympia
Bob Run",Temporary (seasonal),Bobsleigh,In use (seasonal),1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
Cresta Run,Temporary (seasonal),"Cresta (which later
evolved into skeleton)",In use (seasonal),1948,St. Moritz,Switzerland,1946,exact,CHE,NA,NA,NA,NA,NA
"Olympia-Kunsteisstadion/ Eisstadium (Olympia
Artificial Ice Stadium)",New build,"Ice hockey, figure skating",In use,1936,Garmisch-Partenkirchen,Germany,1933,exact,DEU,NA,NA,NA,NA,NA
Olympia Skistadion,New build,"Ski jumping, Nordic
combined, cross-country skiing, Opening
and Closing Ceremonies,
military patrol
(demonstration sport)",In use,1936,Garmisch-Partenkirchen,Germany,1933,exact,DEU,NA,NA,NA,NA,NA
Gudiberg,New build,"Alpine skiing, cross-country skiing, Nordic combined",In use,1936,Garmisch-Partenkirchen,Germany,1933,exact,DEU,NA,NA,NA,NA,NA
"Olympia Eissportplatz am Riessersee / Riessersee
Ice Rink",Temporary (seasonal),"Ice hockey, speed skating",Dismantled (seasonal),1936,Garmisch-Partenkirchen,Germany,1933,exact,DEU,NA,NA,NA,NA,NA
Olympia Bobbahn,Temporary (seasonal),Bobsleigh,Dismantled (seasonal),1936,Garmisch-Partenkirchen,Germany,1933,exact,DEU,NA,NA,NA,NA,NA
Kreuzeck-Gebiet,New build,Alpine skiing,In use,1936,Garmisch-Partenkirchen,Germany,1933,exact,DEU,NA,NA,NA,NA,NA
The Arena,New build,"Ice hockey, figure skating",In use,1932,Lake Placid,United States,1929,exact,USA,NA,NA,NA,NA,NA
"James B. Sheffield
Olympic Skating Rink/
Olympic Stadium",New build,"Ice hockey, speed skating,
Opening and Closing
Ceremonies",In use,1932,Lake Placid,United States,1929,exact,USA,NA,NA,NA,NA,NA
"Interval Ski Hill/Olympic
Ski Hill",Existing,"Ski jumping, Nordic
combined",In use,1932,Lake Placid,United States,1929,exact,USA,NA,NA,NA,NA,NA
"Mt Van Hoevenberg Bob
Run",New build,Bobsleigh,In use,1932,Lake Placid,United States,1929,exact,USA,NA,NA,NA,NA,NA
"Mount Whitney Cross-Country Skiing Route
(Start and finish at the
Olympic Stadium)",New build,"Cross-country skiing,
Nordic combined",In use,1932,Lake Placid,United States,1929,exact,USA,NA,NA,NA,NA,NA
"Clifford Falls Cross-Country
Skiing Route",New build,Cross-country skiing,In use,1932,Lake Placid,United States,1929,exact,USA,NA,NA,NA,NA,NA
Skistadion,Existing,"Cross-country skiing
and Nordic combined
(demonstration sports:
military patrol, winter
pentathlon)",Not in use (demolished),1928,St. Moritz,Switzerland,1926,exact,CHE,NA,NA,NA,NA,NA
Olympiastadion St. Moritz (St. Moritz Olympic Stadium),New build,"Figure skating, speed skating, ice hockey, Opening and Closing
Ceremonies",In use,1928,St. Moritz,Switzerland,1926,exact,CHE,NA,NA,NA,NA,NA
"Olympiaschanze
St. Moritz",New build,"Ski jumping, Nordic
combined",Not in use (demolished),1928,St. Moritz,Switzerland,1926,exact,CHE,NA,NA,NA,NA,NA
"St. Moritz Olympia
Bob Run",Temporary (seasonal),Bobsleigh,In use (seasonal),1928,St. Moritz,Switzerland,1926,exact,CHE,NA,NA,NA,NA,NA
Cresta Run,Temporary (seasonal),"Cresta (which later
evolved into skeleton)",In use (seasonal),1928,St. Moritz,Switzerland,1926,exact,CHE,NA,NA,NA,NA,NA
"Stade Olympique de
Chamonix / Stade de
Glace (du Bouchet)",New build,"Cross-country skiing start
and finish, curling, ice
hockey, military patrol, figure skating, speed skating, Opening and Closing Ceremonies",In use,1924,Chamonix,France,1922,approximate,FRA,NA,NA,NA,NA,NA
Piste des Pélerins,New (seasonal),Bobsleigh,Dismantled (seasonal),1924,Chamonix,France,1922,approximate,FRA,NA,NA,NA,NA,NA
